corp_name,year,stock_code,당기순이익,매출액,부채총계,영업이익,자본총계,자산총계
뉴로메카,2024,348340,-16835955250.0,25245975267.5,82474700853.5,-19103600556.5,10687300770.5,93162001624.0
뉴보텍,2022,060260,-2348991005.5,45983827244.0,34522647787.0,999746709.5,17776126571.0,52298774358.0
뉴보텍,2023,060260,-5581260229.0,48872780216.5,33230597173.0,-406786857.5,13155824781.0,46386421954.0
뉴보텍,2024,060260,1481789682.5,43338161252.5,29365085154.5,2633233825.5,21147229352.5,50512314507.0
뉴온,2022,123840,-59980600759.5,6444132641.5,20983776387.0,-6999523899.5,36604172675.0,57587949062.0
뉴온,2023,123840,-20535570412.0,4541372208.5,23022465347.0,-9778029317.5,35352401252.0,58374866599.0
뉴온,2024,123840,-37624807578.5,16760895122.0,33712245039.5,-11563663558.0,92760131101.0,126472376140.5
뉴인텍,2022,012340,-9632469826.0,70565952379.5,60730066420.0,-8345632014.0,18342809151.5,79072875571.5
뉴인텍,2023,012340,-12827542067.0,76133813741.0,41728611914.0,-10973021329.0,31747950721.5,73476562635.5
뉴인텍,2024,012340,-6573575825.0,75164159115.5,47621823872.0,-5579736717.0,25640007639.5,73261831511.5
뉴트리,2022,270870,5464998796.5,190437712815.0,40781232170.5,4951263598.0,96523030721.5,137304262892.0
뉴트리,2023,270870,2121060235.5,143956529921.0,22194976139.0,4631116247.5,96449349231.5,118644325370.5
뉴트리,2024,270870,2890005847.0,114783570797.5,21486847515.5,1069061880.0,100382610079.0,121869457594.5
뉴파워프라즈마,2022,144960,24997453126.5,233559650548.5,234878336056.5,15533896056.5,233292711552.0,468171047608.5
뉴파워프라즈마,2023,144960,18972752741.0,233986409616.0,240559076427.0,17219535601.5,246835247730.5,487394324157.5
뉴파워프라즈마,2024,144960,21871063634.0,332197710027.5,333909391210.5,30183640160.0,315016153904.5,648925545115.0
뉴프렉스,2022,085670,12886894460.5,234366858303.0,91647145636.5,15398107326.5,62417489713.5,154064635350.0
뉴프렉스,2023,085670,3534012207.0,166278447152.5,77139273116.0,5387749550.5,66825311476.5,143964584592.5
뉴프렉스,2024,085670,12228643328.5,150912009762.0,52728405388.5,9068494980.5,89975650475.0,142704055863.5
다날,2022,064260,-23630544642.5,267834310987.5,383090622974.5,8874696072.5,336832847917.0,719923470891.5
다날,2023,064260,-32316100747.5,271128653941.5,448582639572.5,12195918605.0,305949635436.5,754532275009.0
다날,2024,064260,-11715590960.0,236386000151.0,422492018610.5,7478078606.5,299829661859.5,722321680470.0
다보링크,2022,340360,-6143338897.0,64859341705.0,17555076010.0,-2938832229.0,17587466887.0,35142542897.0
다보링크,2023,340360,-1777785274.0,75369137413.0,20153903465.0,-907830665.0,16809680073.0,36963583538.0
다보링크,2024,340360,-5638514587.0,65921266384.0,16917361778.0,-1651019238.0,11171165486.0,28088527264.0
다산네트웍스,2022,039560,118656447322.0,56170276439.5,68768917780.0,-1377891052.0,342122237792.0,410891155572.0
다산네트웍스,2023,039560,-65476909576.5,64776725454.0,77920817099.0,-1209913619.5,294547997887.5,372468814986.5
다산네트웍스,2024,039560,-33407715883.5,190735509276.0,196404752506.5,-3513201209.0,282260573364.0,478665325870.5
다산솔루에타,2022,154040,2786002199.0,101954250711.0,90727227759.0,4276203796.0,34217435662.5,124944663421.5
다산솔루에타,2023,154040,11544725580.0,95039622485.5,89806182825.0,-2557563690.0,51068097252.5,140874280077.5
다산솔루에타,2024,154040,-19319601010.0,35436409241.0,44490515223.0,1995265453.0,39062526464.0,83553041687.0
다스코,2022,058730,2601881593.5,320062443823.5,189202245600.0,10970565107.5,141117478337.0,330319723937.0
다스코,2023,058730,14122779838.0,334559912137.5,157794268129.0,21163803308.0,151755309285.0,309549577414.0
다스코,2024,058730,-3710518769.5,269979038548.5,169670909140.0,-325676383.0,146224514654.0,315895423794.0
다올투자증권,2023,030210,36179183034.0,1229009635948.0,6028505540337.5,-54550310329.0,783403960993.5,6811909501331.0
다올투자증권,2024,030210,-34845043441.5,1168758336244.5,6470995417176.0,-52934946237.5,738560847398.0,7209556264574.0
다우기술,2022,023590,377508215461.0,4756011814598.0,22290279077876.5,385992624969.5,2909662210247.0,25199941288123.5
다우기술,2023,023590,291530683364.5,5074874401375.5,24116279428294.5,348212613873.0,3122428344775.5,27238707773070.0
다우기술,2024,023590,460705489390.5,5971554075217.0,25680816315396.0,616085164561.0,3510804283007.5,29191620598403.5
다우데이타,2022,032190,377617398462.5,4968570563807.0,22351503780041.0,391867609799.0,2816922604474.0,25168426384515.0
다우데이타,2023,032190,224721346931.0,5262016882770.0,24250043330760.0,336873724826.0,2953617772323.5,27203661103083.5
다우데이타,2024,032190,438346706958.5,6164297357382.5,25785280750125.5,606307399106.0,3331325921790.0,29116606671915.5
다원넥스뷰,2024,323350,-4142393753.0,18702143953.0,12703052668.0,1279144925.0,15316367358.0,28019420026.0
다원시스,2022,068240,-147836134184.0,208333248547.5,451794127715.0,-151205521613.0,215096886971.0,666891014686.0
다원시스,2023,068240,6632858600.5,351441051292.5,434821967936.5,20423163530.5,222814838107.5,657636806044.0
다원시스,2024,068240,9042431380.0,281271139581.0,460589809162.5,4826389823.5,268947484715.0,729537293877.5
다이나믹디자인,2022,145210,-64843829445.0,44656041120.5,40205037103.0,-11073490267.5,49067349009.5,89272386112.5
다이나믹디자인,2023,145210,-29864326027.0,53419018228.5,46213639812.5,-7508811258.0,50014753432.5,96228393245.0
다이나믹디자인,2024,145210,-5172438228.0,50894515888.5,47169393476.5,-1868077504.0,45833122164.0,93002515640.5
달바글로벌,2024,483650,17023052399.0,306040685143.0,33322008914.0,61326374787.5,104303364364.0,137625373278.0
닷밀,2024,464580,960402797.0,23630302177.0,12650385624.0,1023815806.0,33270251007.0,45920636631.0
대교,2022,019680,-135756757738.5,636087531022.5,230872609977.0,-43406672516.0,399928791954.0,630801401931.0
대교,2023,019680,-99837548613.5,612998594075.0,264081599584.5,-23223250393.5,301179539819.5,565261139404.0
대교,2024,019680,-711056427.0,613555566049.0,273392384099.5,4595510109.0,300501997508.5,573894381608.0
대구백화점,2022,006370,-16538880762.0,70060517293.0,185347326631.0,-16960355529.0,249589813829.5,434937140460.5
대구백화점,2023,006370,-26304168425.5,61806120887.0,217592491080.5,-15813370559.5,218985277577.0,436577768657.5
대구백화점,2024,006370,-27167191605.5,54032084195.0,216911538646.5,-15628136275.0,191675980163.5,408587518810.0
대덕,2022,008060,62999884090.0,841075043003.0,210754061865.0,101573830727.5,1002833420424.0,1213587482289.0
대덕,2023,008060,26105357178.0,647882416547.0,171262212704.0,20589241157.0,1009590794315.5,1180853007019.5
대덕,2024,008060,30661971531.0,640129342471.0,151366269559.5,8092371093.0,1023159560738.5,1174525830298.0
대덕전자,2022,353200,181050465768.0,1312560302937.5,336536974936.5,233025368124.0,855536271695.5,1192073246632.0
대덕전자,2023,353200,24864619222.5,909651486895.0,259011383217.0,23534840577.0,868506264535.5,1127517647752.5
대덕전자,2024,353200,24409393198.5,892135855694.0,211757656400.0,11364500423.0,875170186407.0,1086927842807.0
대동,2022,000490,24840050996.5,1242078641870.0,998910154255.0,75618273054.5,376698872949.0,1375609027204.0
대동,2023,000490,10484988527.0,1233130437114.5,1041887488338.5,50759288503.5,442902957670.5,1484790446009.0
대동,2024,000490,-36193261839.5,1127274226792.5,1165240062925.0,18631739321.0,440934939109.0,1606175002034.0
대동금속,2022,020400,2182030396.0,146930756753.0,54197945746.0,2335666701.0,46843303092.0,101041248838.0
대동금속,2023,020400,830402461.0,133065161759.0,50236316857.0,1301329207.0,52438294792.0,102674611649.0
대동금속,2024,020400,-5823383081.0,99514130970.0,51466413813.0,-6503287192.0,45866594573.0,97333008386.0
대동기어,2022,008830,4225448425.0,242097571788.0,171570935670.0,7589541408.0,74301277978.0,245872213648.0
대동기어,2023,008830,2771025745.0,281237511057.0,159149656619.0,8088469997.0,87057306790.0,246206963409.0
대동기어,2024,008830,1168268540.0,257057008425.0,163859772924.0,4464399985.0,85553708334.0,249413481258.0
대동스틸,2022,048470,-4592250172.0,182452648537.0,24006794291.0,-6081345442.0,71502449150.0,95509243441.0
대동스틸,2023,048470,-2189485193.0,137634680158.0,23847811347.0,-2423860142.0,71553688435.0,95401499782.0
대동스틸,2024,048470,448729330.0,139702827183.0,22638619544.0,-1950830458.0,69717464703.0,92356084247.0
대동전자,2022,008110,8636176096.5,30040793095.0,30157685568.0,945951251.5,160816904282.5,190974589850.5
대동전자,2023,008110,14137765345.5,26027745334.5,22384291880.5,217218773.5,206285453219.5,228669745100.0
대동전자,2024,008110,28580423355.0,17881779078.5,24038730398.0,409897715.0,230390174225.5,254428904623.5
대륙제관,2022,004780,9703258216.0,275979619835.0,54747327446.0,9675110380.0,130499469012.0,185246796458.0
대륙제관,2023,004780,13070229189.0,271101699009.0,54128253328.0,15623149185.0,141674942499.0,195803195827.0
대륙제관,2024,004780,11514610974.0,274659400896.0,54713699917.0,15817274927.0,150827898725.0,205541598642.0
대림바스,2022,005750,-786957534.5,252888667284.5,179361922996.5,1520280996.5,158027948645.5,337389871642.0
대림바스,2023,005750,-5387789072.5,254725408394.5,182150462977.5,4967171384.0,156302116475.5,338452579453.0
대림바스,2024,005750,7470692058.5,266329644403.0,180064104183.0,10282046265.0,159247253527.0,339311357710.0
대림제지,2022,017650,24411004303.0,187353234547.0,50529376010.0,29199364672.0,246932289629.0,297461665639.0
대림제지,2023,017650,18782439645.0,164383300566.0,49799959811.0,21827161352.5,262956387516.0,312756347327.0
대림제지,2024,017650,13197252754.5,166263916267.0,43262538778.0,9835500251.0,274056828152.5,317319366930.5
대림통상,2022,006570,2782201993.0,151573059416.5,83565338196.5,5459476432.5,83586885755.5,167152223952.0
대림통상,2023,006570,-9022774641.5,129571753973.5,97209610942.5,-6698848095.5,73358312721.0,170567923663.5
대림통상,2024,006570,-9738705743.5,126727348840.5,93650246145.5,-2848419626.0,62444263548.5,156094509694.0
대명에너지,2022,389260,20027970724.0,79698420927.5,124966130923.5,21322118778.5,117331443355.5,242297574279.0
대명에너지,2023,389260,12291129350.5,50216679748.5,140415919821.5,12657244377.0,137401803934.5,277817723756.0
대명에너지,2024,389260,9151802469.5,56533055362.5,164931009941.0,5017523201.0,146573433294.0,311504443235.0
대모,2022,317850,1609325582.5,54461484462.0,21518150736.5,2433021924.0,47335510642.5,68853661379.0
대모,2023,317850,7834616.5,43675409355.0,16015587844.0,23106516.0,46303966641.5,62319554485.5
대모,2024,317850,396609157.5,41081464456.5,14518842079.5,815264511.0,46552972172.5,61071814252.0
대보마그네틱,2022,290670,21958322783.5,108560097334.0,20582564411.5,26552239290.0,79867175965.0,100449740376.5
대보마그네틱,2023,290670,-8039760919.0,39999530917.0,27738686182.0,435288668.5,70037425480.5,97776111662.5
대보마그네틱,2024,290670,-15576351516.5,28393852143.0,29267056678.0,-9609987161.5,53357483269.5,82624539947.5
대봉엘에스,2022,078140,7416861641.5,84370265239.5,35647411991.0,5383004382.0,113218030996.0,148865442987.0
대봉엘에스,2023,078140,3952083084.0,80063515755.0,40038666005.0,3110193320.0,116198461406.0,156237127411.0
대봉엘에스,2024,078140,6930886270.5,84885432371.5,72044796516.0,7764274479.5,125583268665.0,197628065181.0
대산FB,2022,065150,-6429800653.5,143713369625.0,36762502956.5,-6280810768.0,32518852141.0,69281355097.5
대산FB,2023,065150,-7505113607000.0,122437040909000.0,30287223200000.0,-1134955393000.0,23903788496000.0,54191011696000.0
대산FB,2024,065150,-12892248297.0,101317914218.5,27015965227.0,-1646052416.5,10548917397.0,37564882624.0
대상,2022,001680,83479368814.0,3686862045594.0,1718889473772.0,134629262007.5,1305673966465.0,3024563440237.0
대상,2023,001680,76434423173.0,3751215232185.0,1828934268758.5,106886285130.0,1333180846150.5,3162115114909.0
대상,2024,001680,104016043757.0,3870077422125.0,1855651610532.0,163223742099.5,1440411237162.0,3296062847694.0
대상홀딩스,2022,084690,51038659759.5,2628735316263.5,1287959471195.5,77076988391.5,971753510470.5,2259712981666.0
대상홀딩스,2023,084690,42689539814.0,2652474454123.0,1344047475201.5,67707316905.0,990904154357.5,2334951629559.0
대상홀딩스,2024,084690,44733747128.0,2701057541598.5,1441216180643.5,102150845862.0,1034800058776.5,2476016239420.0
대선조선,2023,031990,-167017560290.0,275224775837.0,547592580672.0,-160377513009.0,-1125539904.0,546467040768.0
대선조선,2024,031990,5311596893.0,322513320291.0,476529402602.0,-5546719894.0,2965635528.0,479495038130.0
대성미생물,2022,036480,,25500064652.0,26271895162.0,-327522927.0,38837410070.0,65109305232.0
대성미생물,2023,036480,,25562323134.0,26941660234.0,-689011929.0,37348624962.0,64290285196.0
대성미생물,2024,036480,-1769362731.0,23803929086.0,23229800645.0,-1551719611.0,35149367374.0,58379168019.0
대성산업,2022,128820,5190699374.5,1376256924283.5,801447958943.5,31241952371.0,606694185988.5,1408142144932.0
대성산업,2023,128820,-6334610862.5,1174395601213.0,759533332148.0,18494983243.0,591669270539.5,1351202602687.5
대성산업,2024,128820,1370681813.5,1101914723138.0,719754940940.0,10856504579.0,591711994744.0,1311466935684.0
대성에너지,2022,117580,231923793.0,1020456854620.0,521027740800.0,979003732.5,315658374596.5,836686115396.5
대성에너지,2023,117580,14873570427.5,999036244024.0,481791684035.5,20302586969.5,321699818420.5,803491502456.0
대성에너지,2024,117580,17351421298.5,994579591637.5,466769853225.0,20582184434.5,331377816474.5,798147669699.5
대성창투,2023,027830,2178250798.0,12363265555.0,1388535684.0,2052559665.0,84933427076.0,86321962760.0
대성창투,2024,027830,13845986262.0,20088466445.0,1701297672.0,10238452840.0,98779413338.0,100480711010.0
대성파인텍,2022,104040,-3086249870.0,27255182909.0,28405941870.0,-2322588214.0,51688531009.0,80094472879.0
대성파인텍,2023,104040,-2056293565.0,29404450802.0,25175441425.0,-2019748251.0,49632237444.0,74807678869.0
대성파인텍,2024,104040,763563675.0,36674681649.0,24372227977.0,748520002.0,64781484134.0,89153712111.0
대성하이텍,2022,129920,2072191510.5,120492299648.5,86746853128.5,11298532792.0,70979854347.0,157726707475.5
대성하이텍,2023,129920,-6175714857.0,89802834294.0,110819965088.5,-5221689830.0,78324039483.5,189144004572.0
대성하이텍,2024,129920,-14058122104.5,91871156510.0,115150209120.0,-13223105986.0,65194957092.5,180345166212.5
대성홀딩스,2022,016710,22281750100.5,636495870972.0,472683212933.0,7565685043.5,444589225443.5,917272438376.5
대성홀딩스,2023,016710,213207326930.0,616683309779.0,409105303698.5,1912486973.0,441981417210.0,851086720908.5
대성홀딩스,2024,016710,27992091177.0,614657859325.5,389500104037.5,13342391783.0,457588344911.0,847088448948.5
대신밸런스제13호기업인수목적,2023,438220,306808449.0,0.0,961844474.0,-97196561.0,11035386453.0,11997230927.0
대신밸런스제14호기업인수목적,2023,442310,369802473.0,0.0,793990581.0,-91722630.0,12644960474.0,13438951055.0
대신밸런스제14호기업인수목적,2024,442310,268849656.0,,848550735.0,-40525900.0,12913810130.0,13762360865.0
대신밸런스제15호기업인수목적,2023,457390,56918514.0,0.0,1164789656.0,-35415374.0,13756378478.0,14921168134.0
대신밸런스제15호기업인수목적,2024,457390,291820530.0,,1231887578.0,-38965250.0,14048199008.0,15280086586.0
대신밸런스제16호스팩,2023,457630,56474443.0,0.0,1105134896.0,-35070670.0,14011143363.0,15116278259.0
대신밸런스제16호스팩,2024,457630,231908585.0,,1169851446.0,-123122610.0,14243051948.0,15412903394.0
대신밸런스제17호스팩,2023,471050,-32871713.0,,1052674251.0,-20878400.0,925044758.0,1977719009.0
대신밸런스제17호스팩,2024,471050,158092127.0,,1196302013.0,-63911457.0,11904234885.0,13100536898.0
대신밸런스제18호스팩,2024,478780,69115483.0,0.0,799764123.0,-27171239.0,14508534358.0,15308298481.0
대신밸런스제19호스팩,2024,482690,-50067458.0,0.0,1864935668.0,-25112931.0,11479361522.0,13344297190.0
대신정보통신,2022,020180,2049848590.0,180570933137.0,55109525329.0,2283442332.0,29017862289.0,84127387618.0
대신정보통신,2023,020180,-48357163.0,228487621631.0,56496625370.0,4175255751.0,28585215976.0,85081841346.0
대신정보통신,2024,020180,6567168452.0,256790690611.0,70069663328.0,8839861270.0,34383806128.0,104453469456.0
대신증권,2023,003540,410671126500.0,3722769166500.0,15946326694000.0,,2937311862500.0,18883638556500.0
대신증권,2024,003540,132591823000.0,3751177590000.0,18641535866500.0,,3214134021000.0,21855669887500.0
대아티아이,2022,045390,8577603284.0,105517601403.5,79286103840.0,9778494805.5,111050976623.0,190337080463.0
대아티아이,2023,045390,10519338364.5,112275075887.0,118660983817.5,3874879948.0,122752777178.0,241413760995.5
대아티아이,2024,045390,14098563771.0,148562265523.0,146319184418.5,8635576153.5,135538282729.0,281857467147.5
대양금속,2022,009190,7061545253.0,247223811213.5,198396551475.5,14142663152.0,141198106126.0,339594657601.5
대양금속,2023,009190,-38643397278.0,200969628514.0,53311055376.0,-2500237161.0,97745705110.0,151056760486.0
대양금속,2024,009190,-15283580204.0,215563338886.0,49894371959.0,1889596749.0,90384510022.0,140278881981.0
대양전기공업,2022,108380,-7671907265.5,121018023222.5,36786195586.5,-10329014709.0,213313060231.5,250099255818.0
대양전기공업,2023,108380,7973343058.5,144301703767.5,66578514652.0,3267610456.5,220246531257.5,286825045909.5
대양전기공업,2024,108380,19486379285.0,187946446433.0,59415208123.0,15458787076.5,239773141020.0,299188349143.0
대양제지공업,2022,006580,-1506905241.0,70582482646.5,53868000469.0,-5274563932.0,136362755455.0,190230755924.0
대양제지공업,2023,006580,-1666422180.5,94876224353.5,51628397419.5,-286963190.5,133986409928.0,185614807347.5
대양제지공업,2024,006580,-6538080974.5,94709104064.0,40913972756.0,-3997918293.5,126828938675.0,167742911431.0
대영포장,2022,014160,12852541546.0,302554046399.0,80340610405.0,11909475247.0,167016272894.0,247356883299.0
대영포장,2023,014160,7925125110.0,283462475670.0,46600849594.0,11078018260.0,174536929197.0,221137778791.0
대영포장,2024,014160,-31968504.0,280835222931.0,49682648480.0,923321701.0,175397853041.0,225080501521.0
대우건설,2022,047040,381375740846.0,9869063986075.5,7045294701264.0,596704721487.5,3359306931103.5,10404601632367.5
대우건설,2023,047040,388233055142.5,11085894231020.5,6714597116090.5,524455433014.0,3614142659462.5,10328739775553.0
대우건설,2024,047040,179889148174.0,9950465156177.0,7828594650203.5,256389569188.0,3805625554848.5,11634220205052.0
대웅,2022,003090,87087285775.5,,450825798276.5,130906618770.5,862136985839.0,1312962784115.5
대웅,2023,003090,132921724116.5,,474200887938.0,130516823608.0,962881186462.0,1437082074400.0
대웅,2024,003090,38144789452.0,1017438779703.0,634336115949.0,165157036762.0,997979699999.0,1632315815948.0
대웅제약,2022,069620,43862421350.0,1220672740634.5,768144588910.0,100880235943.5,700536825128.0,1468681414038.0
대웅제약,2023,069620,115752351666.0,1298639910474.5,810401216788.0,127999350626.5,857627875582.0,1668029092370.0
대웅제약,2024,069620,33253187650.0,1344042273107.5,971310149947.5,155848823112.5,885754155231.5,1857064305179.0
대원,2022,007680,20409580758.0,347815345789.0,167457165417.5,19561267902.5,347625044172.0,515082209589.5
대원,2023,007680,-53915644464.5,427744437189.0,178008285169.0,-60190919094.0,287939419439.5,465947704608.5
대원,2024,007680,5419650841.0,268910582663.5,188091711683.5,2282079419.0,286349772035.5,474441483719.0
대원강업,2022,000430,16920047825.5,860333956668.5,336903866759.0,19453327527.0,512498723593.5,849402590352.5
대원강업,2023,000430,33125150820.0,932772843562.0,328936341616.0,42780569033.5,533045658876.5,861982000492.5
대원강업,2024,000430,20584366000.0,1063546843500.0,436900304500.0,6101188500.0,560472976500.0,997373281000.0
대원미디어,2022,048910,5501859095.0,266943305635.5,51250970395.0,11560971073.5,99822006100.5,151072976495.5
대원미디어,2023,048910,7043951781.0,271185495516.5,63853619617.5,10762559327.0,105466809664.0,169320429281.5
대원미디어,2024,048910,60793955.0,217042396396.5,63097763020.5,3581138081.0,103180511671.5,166278274692.0
대원산업,2022,005710,35902563680.5,700601344363.0,123336583773.0,31732371082.0,395984223347.0,519320807120.0
대원산업,2023,005710,35203816644.5,753532513826.0,101134226906.0,44776115745.5,425349880791.5,526484107697.5
대원산업,2024,005710,62890452296.0,881423708235.5,187261140249.5,64437377171.5,479637596919.0,666898737168.5
대원전선,2022,006340,1354066071.0,557137337716.0,148511855516.5,1224499993.0,91925837247.5,240437692764.0
대원전선,2023,006340,9612692059.0,511767531275.5,134059570943.0,12641945413.0,100646796308.0,234706367251.0
대원전선,2024,006340,6794390393.0,546353089943.0,112309251390.5,13984533083.5,114165660802.0,226474912192.5
대원제약,2022,003220,31076596019.5,465843036437.5,191336128731.0,45347483802.0,247715204726.0,439051333457.0
대원제약,2023,003220,23741755601.5,513824163759.0,230110165197.5,33085792414.0,263577557104.0,493687722301.5
대원제약,2024,003220,15259654901.5,567124211746.5,270579656319.5,34551708973.5,282272641953.0,552852298272.5
대원화성,2022,024890,-9578940767.0,140957404376.0,65742941422.5,-9031072491.0,62202341302.0,127945282724.5
대원화성,2023,024890,-9491135479.0,120221439594.0,76931404892.0,-5489704473.0,52819396451.0,129750801343.0
대원화성,2024,024890,-12668688010.5,113153187100.5,100329232312.0,-4837572659.5,41310720578.0,141639952890.0
대유,2022,290380,-17776732717.5,35354061535.0,35835626488.0,4427338269.5,106357590635.5,142193217123.5
대유,2023,290380,-22022399502.0,30475572097.0,22522307168.0,-542004373.0,84274244282.0,106796551450.0
대유,2024,290380,-8107716099.0,33938514136.0,18090578171.0,2233637646.0,75980581290.0,94071159461.0
대유에이텍,2022,002880,-61604387624.0,948091044563.5,740625230360.0,2831436786.0,157557676571.0,898182906931.0
대유에이텍,2023,002880,-136313592128.5,566925033818.5,318569065994.5,36548666054.5,36040359445.5,354609425440.0
대유에이텍,2024,002880,5029203836.5,564915822828.0,311101903625.0,38022511513.0,43532464896.0,354634368521.0
대정화금,2022,120240,13742269137.0,96607882674.0,27165323583.0,11592433055.0,146634090203.0,173799413786.0
대정화금,2023,120240,12959127696.0,93282650935.0,29707151148.0,10995939901.0,166621380350.0,196328531498.0
대정화금,2024,120240,9681140947.0,92304424167.0,29106658909.0,8480140876.0,173048494224.0,202155153133.0
대주산업,2022,003310,4165914403.0,99189218328.0,35443771012.0,5519330748.0,69161447874.0,104605218886.0
대주산업,2023,003310,9863413813.5,104969471755.0,34370357068.0,7512957644.0,76221557040.0,110591914108.0
대주산업,2024,003310,8083849308.0,105799433136.5,27608089394.5,9806565006.5,82830986410.5,110439075805.0
대주전자재료,2022,078600,93275114.5,152422141599.5,200779286441.0,12729918828.5,117235854804.0,318015141245.0
대주전자재료,2023,078600,1275710527.0,159231832312.0,248544903676.0,6162937934.0,154210429068.0,402755332744.0
대주전자재료,2024,078600,35284806752.5,194368561912.5,381725081408.0,28812766063.5,224903103861.0,606628185269.0
대진첨단소재,2024,393970,-3290991160.0,49405806703.0,67013081026.0,-462714101.5,55322909036.5,122335990062.5
대창,2022,012800,2713918979.5,1047795142258.0,450061169638.5,9392748986.0,251471950742.0,701533120380.5
대창,2023,012800,-20946206003.0,921947825207.5,405207061427.0,-8980485012.5,229790031970.0,634997093397.0
대창,2024,012800,3941261213.5,926285720901.0,412491659492.0,24383136217.0,283532231933.0,696023891425.0
대창단조,2022,015230,35850027226.0,370238670209.0,72139062493.5,42292306921.5,222151224613.0,294290287106.5
대창단조,2023,015230,31948027692.0,324589409052.0,42299521508.0,38893304187.0,249685028334.5,291984549842.5
대창단조,2024,015230,28163192765.0,276401311119.0,45045202393.5,25762622890.0,271147069571.0,316192271964.5
대창솔루션,2022,096350,-7623331573.0,43458884657.0,79930003753.0,-4002025977.5,28454555378.5,108384559131.5
대창솔루션,2023,096350,2236603244.0,59214239256.0,79779526779.0,4502624119.5,32475228551.0,112254755330.0
대창솔루션,2024,096350,-3118204322.5,51333976369.0,84556471549.0,-662259467.0,29158115888.0,113714587437.0
대창스틸,2022,140520,44585674172.5,335205839624.5,85749871915.0,4195743089.5,139557549776.5,225307421691.5
대창스틸,2023,140520,1227311510.5,358112536493.5,127304097987.0,5365794993.5,130595127716.0,257899225703.0
대창스틸,2024,140520,1323517451.0,401424542737.0,112006704106.5,3206525329.0,147597137002.0,259603841108.5
대한과학,2022,131220,5017282314.0,60064442385.0,13291034204.0,5766068951.5,39334975023.0,52626009227.0
대한과학,2023,131220,4273012600.5,61174867264.0,13212732045.5,4902739296.0,42906660654.0,56119392699.5
대한과학,2024,131220,3000625558.0,56919418744.5,12168245030.0,3074508922.5,46626217291.5,58794462321.5
대한광통신,2022,010170,-3916845689.0,164657241240.0,144069450211.0,2590418778.5,104808947560.5,248878397771.5
대한광통신,2023,010170,-30563956797.5,151782436347.0,154825942420.0,-24554723751.0,74195128939.5,229021071359.5
대한광통신,2024,010170,-55662955955.5,123827432359.5,164321529689.5,-29569206710.5,39522534416.5,203844064106.0
대한뉴팜,2022,054670,24317205060.0,197957348852.0,66399748497.0,27577625403.0,102958904892.0,169358653389.0
대한뉴팜,2023,054670,12541893733.0,204222610934.0,67571299904.0,18809277041.0,109355896475.0,176927196379.0
대한뉴팜,2024,054670,15467990700.0,202186716840.0,95846326423.0,18665072068.0,125438916498.0,221285242921.0
대한방직,2022,001070,-5702646860.0,186185829535.5,75118385311.0,-4409788149.0,133709040500.5,208827425811.5
대한방직,2023,001070,-3977649726.5,144235444276.5,49218082384.5,-2244021152.5,129166626074.0,178384708458.5
대한방직,2024,001070,1112083465.0,127526553770.5,52608574198.0,1820251355.0,130345389368.0,182953963566.0
대한약품,2022,023910,24960546385.0,184267548195.0,51581827211.0,32968049140.0,225398085203.0,276979912414.0
대한약품,2023,023910,28426315296.0,195911458889.0,46278381107.0,35795371698.0,247974088049.0,294252469156.0
대한약품,2024,023910,33759099688.0,204194880322.0,48417628383.0,38080510688.0,275993788722.0,324411417105.0
대한유화,2022,006650,-148326328400.5,2213348283512.0,293945814588.5,-213471686903.0,1819589155245.5,2113534969834.0
대한유화,2023,006650,-33768965098.5,2489291775043.0,332145708108.0,-64466074913.0,1778411286191.0,2110556994299.0
대한유화,2024,006650,-24163417799.0,2789789054530.0,383302306186.5,-62490138910.5,1744683773957.0,2127986080143.5
대한전선,2022,001440,15134820500.0,2325035581500.0,710124520500.0,38479137500.0,876303986500.0,1586428507000.0
대한전선,2023,001440,67011731500.0,2725145429500.0,867603163500.0,71597723500.0,943153918000.0,1810757081500.0
대한전선,2024,001440,64836686500.0,3157295687000.0,1069843925500.0,101150464500.0,1469823585000.0,2539667510500.0
대한제강,2022,084010,133188132940.5,1712572026375.5,342101993613.0,178179016111.0,753340042872.0,1095442036485.0
대한제강,2023,084010,74280455039.5,1201698350535.0,219856873666.0,92182978329.0,796747552916.0,1016604426582.0
대한제강,2024,084010,31698327620.0,1010409669614.0,192151374391.5,10482657311.0,834130402991.0,1026281777382.5
대한제당,2022,001790,22895180000.0,1208500804000.0,577207205500.0,31236572500.0,527187814500.0,1104395020000.0
대한제당,2023,001790,28174564500.0,1167915289000.0,529596325000.0,39459838500.0,540252144500.0,1069848469500.0
대한제당,2024,001790,16947032500.0,1211357637000.0,577735236000.0,29633583000.0,540339658000.0,1118074894000.0
대한제분,2022,001130,32408081737.5,915478349995.5,265276780762.0,32363528482.0,839505938348.0,1104782719110.0
대한제분,2023,001130,67392966682.5,965875457912.0,279350936115.0,46409974122.5,900797076577.0,1180148012692.0
대한제분,2024,001130,45119701281.5,921285651949.0,385738740225.0,59889753250.0,939534690962.5,1325273431187.5
대한항공,2022,003490,1754572744979.0,13754409870003.5,19272673540083.5,2857113884016.0,9259042278709.0,28531715818792.5
대한항공,2023,003490,1022942786784.5,15343452574286.5,20064446017622.5,1688491448361.5,9745015879387.0,29809461897009.5
