corp_name,year,stock_code,당기순이익,매출액,부채총계,영업이익,자본총계,자산총계
오뚜기,2024,007310,117334091948.0,3232944048668.0,1144272654652.0,171578437874.0,1935291708331.5,3079564362983.5
오로라,2022,039830,5947958745.0,204846033639.5,285403799601.0,16818774817.5,120689450375.0,406093249976.0
오로라,2023,039830,4723417198.5,191321352749.5,318624766119.0,22343447153.5,124054286119.0,442679052238.0
오로라,2024,039830,4001966700.0,212501452733.5,327279233902.5,22772574676.5,131444202406.5,458723436309.0
오로스테크놀로지,2022,322310,-3388186184.0,35208787032.5,8632956657.5,-3149225955.5,60680286617.5,69313243275.0
오로스테크놀로지,2023,322310,3280700107.0,45569254307.5,11926028197.5,2279552618.0,61905677540.5,73831705738.0
오로스테크놀로지,2024,322310,5916321928.5,61008444422.5,26268363008.0,6098674401.0,67534851312.5,93803214320.5
오르비텍,2022,046120,-13678058888.5,55820773114.5,59929904383.5,-7678496249.5,56803728639.5,116733633023.0
오르비텍,2023,046120,-2162585052.0,62661184498.5,47238992151.0,-3184791185.0,51968109853.5,99207102004.5
오르비텍,2024,046120,2011736311.0,65757058758.5,51563433358.5,1064068802.5,57297247698.5,108860681057.0
오름테라퓨틱,2024,475830,-6151984626.5,20905620577.0,37783987915.0,-8945584786.5,117949664539.0,155733652454.0
오리엔탈정공,2022,014940,8217364892.5,100706226538.0,60810302569.0,8035203963.0,83206575083.5,144016877652.5
오리엔탈정공,2023,014940,7001539899.5,111130588586.5,65248260341.5,8142009931.0,85029188393.5,150277448735.0
오리엔탈정공,2024,014940,16080658139.0,144866038978.5,64830363827.5,14994157453.0,98619503730.0,163449867557.5
오리엔트바이오,2022,002630,34198169452.0,26276462476.0,21764271008.0,-3780753830.0,83187737513.0,104952008521.0
오리엔트바이오,2023,002630,-12423707818.0,28819028142.0,9657861933.0,1452807025.0,71392358134.0,81050220067.0
오리엔트바이오,2024,002630,12871053378.0,28005127326.0,11891807655.0,-645945767.0,85095979685.0,96987787340.0
오리엔트정공,2022,065500,-7649607440.0,111849663000.5,57172529950.5,-827491439.5,44457575754.5,101630105705.0
오리엔트정공,2023,065500,-6220336428.0,145360718650.0,49563609166.0,1927504542.5,36223809651.0,85787418817.0
오리엔트정공,2024,065500,1601304807.5,160064905720.0,53060951544.5,2140040886.5,42887473207.0,95948424751.5
오리온,2022,271560,251482675590.0,1906179671426.0,504632910596.5,303443231249.0,1795459429296.5,2300092339893.0
오리온,2023,271560,312343899063.0,1991175845300.0,372717681675.5,330593949541.0,2055125502375.0,2427843184050.5
오리온,2024,271560,444385880538.0,2100975870626.5,464722731850.0,361032920565.0,2516074588289.0,2980797320139.0
오리온홀딩스,2022,001800,171348580147.0,1482560981531.5,549752595537.5,209069176989.5,2996345443760.0,3546098039297.5
오리온홀딩스,2023,001800,152937269057.0,1493740073589.0,493398555069.0,213134783659.5,3080159632835.0,3573558187904.0
오리온홀딩스,2024,001800,249996213838.0,1617364765612.5,641396714369.5,266314091347.5,3347109050371.5,3988505764741.0
오리콤,2022,010470,10871776865.5,156335873688.5,86450433408.0,12613416438.0,95142709913.5,181593143321.5
오리콤,2023,010470,9051977772.0,178782025408.5,98863940154.5,11613336500.5,104979810504.0,203843750658.5
오리콤,2024,010470,9338435451.0,182705459440.5,88207481306.0,11666210453.0,110667593994.0,198875075300.0
오브젠,2022,417860,-1946752195.0,,10427336348.0,-2045438028.0,105979396.0,10533315744.0
오브젠,2023,417860,-5409311254.0,,10834698307.0,-5830265264.0,8204417607.0,19039115914.0
오브젠,2024,417860,-3283326948.0,15201656072.0,19487136976.0,-4149694322.0,9994676312.0,29481813288.0
오비고,2022,352910,-2529947054.5,,4085567422.0,-2891954912.5,35019262883.0,39104830305.0
오비고,2023,352910,410189176.5,15073316970.0,4210667725.0,-536761194.0,36786516946.5,40997184671.5
오비고,2024,352910,-1665662637.5,14420899025.0,4636229446.0,-2693770124.5,35179098706.5,39815328152.5
오상자이엘,2022,053980,7720293962.0,91650813988.5,25172792652.0,4609187748.5,57974699889.5,83147492541.5
오상자이엘,2023,053980,16608289824.0,99626070649.5,34750514691.0,6309578498.0,74615250080.5,109365764771.5
오상자이엘,2024,053980,8794127522.0,113899126133.0,30689812131.0,8054902250.5,84341425677.0,115031237808.0
오상헬스케어,2022,036220,39879308304.0,193756114173.5,48850635872.5,47053081517.0,199104748357.0,247955384229.5
오상헬스케어,2023,036220,117048385069.5,355705919634.5,27122605826.0,114298744103.5,292887760073.5,320010365899.5
오상헬스케어,2024,036220,-11055596941.0,80479899265.0,8595669027.5,-20859197752.0,285937310094.5,294532979122.0
오성첨단소재,2022,052420,2094429168.5,108043447846.5,61712738587.0,11694421431.0,200239293253.0,261952031840.0
오성첨단소재,2023,052420,12528263983.0,104297111490.5,43208054567.5,13157639945.5,228090704707.0,271298759274.5
오성첨단소재,2024,052420,15173717488.0,137241530861.0,38137660168.0,21252879987.5,246154668967.0,284292329135.0
오션인더블유,2022,052300,-72627801128.5,113387467624.5,167768075809.0,2272614525.0,323734522096.5,491502597905.5
오션인더블유,2023,052300,-73963370180.5,11863305356.0,66572291259.0,-683178514.0,304752457410.5,371324748669.5
오션인더블유,2024,052300,116118313533.0,6801851338.0,46492278056.0,-3258385774.0,275035804551.0,321528082607.0
오스코텍,2022,039200,-21767121471.0,4791615348.5,16867452665.0,-22615620043.5,126850137937.0,143717590602.0
오스코텍,2023,039200,-21648513969.5,4627107383.5,24635938582.0,-25834870890.0,105810062662.5,130446001244.5
오스코텍,2024,039200,6923346054.5,26416948953.5,25173201321.0,-383240906.0,132318845784.5,157492047105.5
오스테오닉,2022,226400,881400404.5,19717980622.0,24925391900.0,2656193979.5,36547670566.0,61473062466.0
오스테오닉,2023,226400,3645312230.5,27459072097.5,19785650198.0,4731009771.0,51909937515.0,71695587713.0
오스테오닉,2024,226400,5664214288.5,33878110489.0,30184882912.0,6820881107.5,59379457651.0,89564340563.0
오스템,2022,031510,-13655183515.5,102439775923.5,85907049651.0,-4694694419.5,95083529821.0,180990579472.0
오스템,2023,031510,4710035125.5,136390382123.0,53086712088.0,13610322363.0,97202143363.0,150288855451.0
오스템,2024,031510,-34985435195.0,124208105114.5,49021258665.0,3650562011.0,65865050104.0,114886308769.0
오스템임플란트,2022,048260,153893200907.0,892215330961.5,813271163654.5,225398940675.5,367634580918.0,1180905744572.5
오스템임플란트,2023,048260,167168325243.5,992847660792.0,910632640218.0,215207823627.0,547613696240.5,1458246336458.5
오스템임플란트,2024,048260,70813004394.5,1076590933578.0,1052231447086.5,171834102665.0,613477165986.5,1665708613073.0
오에스피,2022,368970,1101244202.0,16800325318.0,2770704550.0,1093401408.0,34650759721.0,37421464271.0
오에스피,2023,368970,-333183095.5,27943425241.5,21819068920.0,1393204742.5,39140268973.5,60959337893.5
오에스피,2024,368970,2326007821.0,22705203494.0,18004206178.5,-335066531.0,42038679408.5,60042885587.0
오이솔루션,2022,138080,-5564432466.0,76953984689.0,39784277872.5,-8196068344.0,146998873677.0,186783151549.5
오이솔루션,2023,138080,-33366383537.0,46002440944.5,40031154006.0,-30493560067.5,111099955461.0,151131109467.0
오이솔루션,2024,138080,-31932218405.0,32026596164.0,62079063514.0,-29966069494.5,74839646791.0,136918710305.0
오킨스전자,2022,080580,3000955478.0,63676650838.5,49471292928.0,2863601270.5,33808801550.5,83280094478.5
오킨스전자,2023,080580,1037613899.5,56535514297.0,55087150888.0,607218956.5,36805855684.5,91893006572.5
오킨스전자,2024,080580,-5433016532.5,65817827984.0,59111526588.0,1888300608.0,28357400449.0,87468927037.0
오텍,2022,067170,-34407842599.0,567540443038.5,275894715418.0,-9370980020.5,129254602264.0,405149317682.0
오텍,2023,067170,-18159367936.0,540424834431.0,263109706719.5,-6238567948.5,146873812344.5,409983519063.5
오텍,2024,067170,-27262096841.5,504080034166.5,243599318665.0,-7366390926.5,116722786770.5,360322105435.5
오토앤,2022,353590,-2417011333.5,47719783721.0,25437991681.0,-3798867331.5,30087703868.0,55525695549.0
오토앤,2023,353590,-1136482314.5,60303543661.0,36210501312.5,-2822281559.5,28934202809.5,65144704122.0
오토앤,2024,353590,-5479630013.5,57109776021.0,32912966026.5,-3348355403.0,23609760419.0,56522726445.5
오파스넷,2022,173130,6068886851.0,170371690900.0,83960519718.5,8513469025.0,35348901515.5,119309421234.0
오파스넷,2023,173130,10441677459.5,224753444687.0,79247418729.0,13954939194.0,46367480459.0,125614899188.0
오파스넷,2024,173130,9483330838.5,191536948421.0,83101514724.0,10475990246.5,54161947921.5,137263462645.5
오픈놀,2023,440320,907371495.5,,6493517263.5,681033777.5,37030319899.5,43523837163.0
오픈놀,2024,440320,1453269884.0,50773005880.0,26330242711.5,153633354.5,43240153750.0,69570396461.5
오픈베이스,2022,049480,5276076901.0,143340326388.0,43524936470.0,6252476613.0,77197468391.5,120722404861.5
오픈베이스,2023,049480,4806751011.5,153232103753.0,51852336961.5,5616080926.0,81847641002.0,133699977963.5
오픈베이스,2024,049480,6639618697.0,169998793576.0,54595486117.0,6692907191.0,77874524322.5,132470010439.5
오픈엣지테크놀로지,2022,394280,-25006214964.5,10011687568.0,19639494823.0,-25082102024.0,33158917724.0,52798412547.0
오픈엣지테크놀로지,2023,394280,-6687938633.0,27502874624.0,24173257348.0,-7442235808.0,29475211871.0,53648469219.0
오픈엣지테크놀로지,2024,394280,-27113686398.5,15134670715.0,25008384301.5,-24584734366.0,69389760170.0,94398144471.5
오하임앤컴퍼니,2022,309930,1502318183.0,32410293762.0,13915127835.0,1592161906.0,28067549251.0,41982677086.0
오하임앤컴퍼니,2023,309930,2459851873.0,41039115328.0,14512880720.0,2056945685.0,30615371283.0,45128252003.0
오하임앤컴퍼니,2024,309930,1407700566.5,46759736171.5,19569909524.5,-2170941631.5,29884783531.5,49454693056.0
온코닉테라퓨틱스,2024,476060,-8092612266.0,,4894565496.0,-4797790778.0,56018862985.0,60913428481.0
온코크로스,2023,382150,-4792008614.5,91524496.0,874936065.0,-6688441419.0,16294021286.5,17168957351.5
온코크로스,2024,382150,-6461009758.5,1072199504.0,1913181598.0,-6942344648.5,20281644816.5,22194826414.5
온타이드,2022,005320,57379986.0,252389463548.5,52101787978.0,12071857163.5,94281171570.0,146382959548.0
온타이드,2023,005320,-3250657539.0,178158158962.5,50627065164.5,521451666.5,100822426427.0,151449491591.5
온타이드,2024,005320,836220161.5,214831615241.5,43165441730.0,518757043.5,106309616338.5,149475058068.5
올리패스,2022,244460,-23436444268.0,1353701674.5,14088087053.0,-23050656212.0,12046583180.5,26134670233.5
올리패스,2023,244460,-12949428569.0,5289606360.0,11115880273.0,-13706542935.0,2493718217.0,13609598490.0
올리패스,2024,244460,-5316547955.0,756033925.0,14422352888.0,-10119335666.0,11857420414.0,26279773302.0
올릭스,2022,226950,-20939561774.5,,64818727938.0,-22512709698.0,66865874663.5,131684602601.5
올릭스,2023,226950,-19482065039.0,,51373912374.5,-18026510568.0,50489094109.0,101863006483.5
올릭스,2024,226950,-40833818578.0,,54636597925.0,-28323291263.5,17954051464.0,72590649389.0
옴니시스템,2022,057540,1896391381.5,84104678892.5,16598341708.5,1959430227.5,86236924502.5,102835266211.0
옴니시스템,2023,057540,71150213.5,81934893197.5,14793785969.5,438369908.5,101383035471.0,116176821440.5
옴니시스템,2024,057540,6007835254.0,98233831769.5,18049475741.0,5488585186.0,107325976584.0,125375452325.0
옵투스제약,2022,131030,5011989964.0,58657537976.0,11772805559.0,5258041794.0,124467496994.0,136240302553.0
옵투스제약,2023,131030,10760361468.0,72426447150.0,15009466334.0,8186594736.0,134450876221.0,149460342555.0
옵투스제약,2024,131030,10308425359.0,81904833952.0,22768475450.0,8587803350.0,143734917507.0,166503392957.0
옵트론텍,2022,082210,-74890628566.5,139280424044.0,202709869703.0,-51017185205.0,28723264987.0,231433134690.0
옵트론텍,2023,082210,9278670068.5,152293512669.0,185640722752.5,13883718331.0,35952190809.5,221592913562.0
옵트론텍,2024,082210,24935209880.0,141515269272.0,120541623960.0,-2120810129.5,78095418363.5,198637042323.5
옵티시스,2022,109080,7392987805.0,28704721599.0,5665399859.0,7735860693.0,51091414369.0,56756814228.0
옵티시스,2023,109080,2307328888.0,21994615123.0,5646715433.0,831109475.0,52430677657.0,58077393090.0
옵티시스,2024,109080,4739341728.0,23757537224.0,4516667810.0,2705388303.0,55704589845.0,60221257655.0
옵티코어,2022,380540,-10694533004.5,24258584868.0,14897351717.0,-2574644947.5,21372096187.5,36269447904.5
옵티코어,2023,380540,-4497121293.0,26317117279.0,14495670716.0,-3748803324.5,19213338365.0,33709009081.0
옵티코어,2024,380540,-6808044164.0,22183646551.0,14771265703.5,-6057623760.5,14561308284.0,29332573987.5
옵티팜,2022,153710,-2044630879.0,16008196853.0,12170971762.0,-3377130295.0,29011304664.0,41182276426.0
옵티팜,2023,153710,-2436687425.0,17372567556.0,14131027831.0,-2630945406.0,25144342754.0,39275370585.0
옵티팜,2024,153710,-2356570952.0,19636227402.0,15983394832.0,-2451780486.0,27335443686.0,43318838518.0
와이랩,2023,432430,-5315703169.0,17998672925.5,12903557923.0,-4881158965.0,33146705046.0,46050262969.0
와이랩,2024,432430,-8010154435.0,23398918601.5,11800487765.0,-7973586333.5,34953891345.5,46754379110.5
와이바이오로직스,2023,338840,-20871053000.0,3479080759.0,6885553284.0,-10142692527.0,23408461012.0,30294014296.0
와이바이오로직스,2024,338840,-6441689679.0,5762795738.0,3371407186.0,-8446978249.0,18355782226.0,21727189412.0
와이솔,2022,122990,-9715339916.0,249287413150.5,42245837396.5,-15727807535.5,319898982014.5,362144819411.0
와이솔,2023,122990,19189233379.0,275808108146.0,34422562500.5,6556108167.5,331765179836.5,366187742337.0
와이솔,2024,122990,9846043517.0,278652493948.0,37122106717.5,-1813063189.5,339511652481.5,376633759199.0
와이씨,2022,232140,26935347412.0,260201231056.5,119333065472.0,29038069090.0,303417148871.0,422750214343.0
와이씨,2023,232140,13429311157.5,237762518034.5,68656443496.0,9954894331.0,318852484272.0,387508927768.0
와이씨,2024,232140,11205149986.0,182063743771.0,118084805557.0,7760667176.0,347372035134.5,465456840691.5
와이씨켐,2022,112290,4164612028.0,82350140227.0,48541169392.0,5314562193.0,67546944291.0,116088113683.0
와이씨켐,2023,112290,-6051969111.0,62271679259.0,59082674475.0,-7826006885.0,60485923405.0,119568597880.0
와이씨켐,2024,112290,-15989227462.0,70302947467.0,71779900051.0,-8162169511.0,44500264484.0,116280164535.0
와이앤넥스트,2023,090740,-7323916419.5,1256422981.5,5162836677.0,-3649194877.0,17370235570.5,22533072247.5
와이앤넥스트,2024,090740,-1290632885.5,,7726019126.0,-1675275624.0,16023572927.0,23749592053.0
와이어블,2022,065530,2435230319.0,64283541128.0,49884232016.0,3404993661.0,75614565738.0,125498797754.0
와이어블,2023,065530,2514082138.0,72403501277.0,67047006270.5,3038124255.5,75462497454.0,142509503724.5
와이어블,2024,065530,3066112414.5,78915086806.0,63037282563.5,3821553367.5,76136671918.5,139173954482.0
와이엔텍,2022,067900,22414606758.5,100254644171.0,73347759343.0,30178278815.5,195231231094.5,268578990437.5
와이엔텍,2023,067900,19905080834.0,91174675155.0,103205425264.5,27078777023.5,242123162444.5,345328587709.0
와이엔텍,2024,067900,25943725892.5,84276249183.0,122656879548.5,23520118565.5,288974420998.0,411631300546.5
와이엠,2022,007530,2248213475.0,143472093574.0,99316027132.5,3908703177.5,40897437691.0,140213464823.5
와이엠,2023,007530,1145632192.5,164712251241.5,92470514993.0,4211736154.5,42001427572.0,134471942565.0
와이엠,2024,007530,4171415768.0,170628044244.0,99598367824.0,5446711131.0,53183790004.5,152782157828.5
와이엠씨,2022,155650,19379105856.0,233969312641.5,24806001369.0,21394974067.0,109885689780.5,134691691149.5
와이엠씨,2023,155650,14012639432.0,199274317792.0,33323065037.0,14285769401.0,117953975816.5,151277040853.5
와이엠씨,2024,155650,6813285055.5,156388270237.5,33962704749.0,6825571702.5,119324679145.0,153287383894.0
와이엠텍,2022,273640,12728292065.0,49293430011.0,4280243822.0,14888566445.0,59428258547.0,63708502369.0
와이엠텍,2023,273640,6678073165.0,34880929940.0,1663608439.0,5960659671.0,59262744895.0,60926353334.0
와이엠텍,2024,273640,4877591478.0,30912078450.0,3575096226.0,4315265949.0,55157005021.0,58732101247.0
와이엠티,2022,251370,-805488067.0,102830954892.0,91955455819.5,-1992882446.5,115265632222.5,207221088042.0
와이엠티,2023,251370,-2883981581.0,100642596663.5,100882161176.0,-7620973346.0,111555917162.0,212438078338.0
와이엠티,2024,251370,-3052990564.0,106996201851.0,149878810088.0,-639917664.0,155326028263.5,305204838351.5
와이제이링크,2024,209640,1041698702.0,47471573476.0,30425124253.5,-1383389789.5,74220821381.5,104645945635.0
와이즈넛,2023,096250,4267209666.0,35187393324.0,6643802312.5,3455470677.5,48740402203.0,55384204515.5
와이즈넛,2024,096250,3050746409.0,34931877325.0,6575926547.5,1687750191.5,51354121489.0,57930048036.5
와이즈버즈,2022,273060,2238845063.0,15773791755.0,29575390618.0,2566135736.0,45753210404.0,75328601022.0
와이즈버즈,2023,273060,910777359.5,13836759830.0,51553505821.5,286608907.5,45674011065.0,97227516886.5
와이즈버즈,2024,273060,2863936202.5,20976211784.5,123212983440.0,194905206.0,48460662121.0,171673645561.0
와이지엔터테인먼트,2022,122870,37916321783.0,336562708181.0,139510611296.5,43234923842.0,467636093928.5,607146705225.0
와이지엔터테인먼트,2023,122870,64996897731.5,475350019153.5,121828552861.5,72491875673.0,521561867716.0,643390420577.5
와이지엔터테인먼트,2024,122870,10661724579.5,281483172501.0,92234159303.0,-21032255781.5,528955029758.0,621189189061.0
와이지원,2022,019210,35290340321.5,477126636808.0,525702532413.5,67975669382.0,323773452323.5,849475984737.0
와이지원,2023,019210,16698522240.0,471014130887.0,529170298128.0,42916290368.0,331626350075.5,860796648203.5
와이지원,2024,019210,21752633348.0,488004804407.0,583897835284.5,56228422347.0,371210230423.0,955108065707.5
와이투솔루션,2022,011690,-1882105975.0,120264941092.0,42330401958.5,2834826270.5,82847744267.0,125178146225.5
와이투솔루션,2023,011690,-965008717.0,136749975059.0,21400848466.0,2713318471.5,101776502128.5,123177350594.5
와이투솔루션,2024,011690,6584017627.0,154513998976.0,16278035323.0,2885968925.0,108715336808.0,124993372131.0
와토스코리아,2022,079000,5312081247.0,19511073058.0,4912856917.0,136819436.0,77902907416.0,82815764333.0
와토스코리아,2023,079000,2666638908.0,17677716367.0,4135990882.0,-90314143.0,79281396639.0,83417387521.0
와토스코리아,2024,079000,2065735366.0,17497542121.0,4869134894.0,-247222243.0,78869429917.0,83738564811.0
우듬지팜,2023,403490,1456931776.0,56429146408.5,16970911074.5,3373538702.5,38053769929.5,55024681004.0
우듬지팜,2024,403490,3030172544.0,63249516744.5,30102159839.5,3776526628.0,41499136403.5,71601296243.0
우리금융지주,2023,316140,2025701000000.0,,233196235000000.0,,28699244000000.0,261895479000000.0
우리금융지주,2024,316140,2147400500000.0,,246029178500000.0,,30024000000000.0,276053178500000.0
우리금융캐피탈,2023,033660,127994440637.0,1539075818237.5,10796675788317.5,,1620630770743.0,12417306559060.5
우리금융캐피탈,2024,033660,142146994062.0,1759219597001.5,11045939005934.0,,1725698103175.0,12771637109109.0
우리기술,2022,032820,3214405713.5,39437754903.0,60561661483.5,4439527981.0,94465067006.5,155026728490.0
우리기술,2023,032820,4946784213.5,52937918843.0,80384313521.0,6598743505.5,102297500161.0,182681813682.0
우리기술,2024,032820,-3660641997.0,53967010578.5,127233386346.0,857275556.5,110901403060.5,238134789406.5
우리기술투자,2023,041190,122236298980.5,170196365626.5,108583918529.0,,521652000957.0,630235919486.0
우리기술투자,2024,041190,147401154601.5,191270199477.5,135712779460.5,,665475398838.0,801188178298.5
우리넷,2022,115440,-8730154342.0,61836417310.5,51455523069.5,-5905931393.5,59960632662.5,111416155732.0
우리넷,2023,115440,8202461289.5,118230667173.5,45182123953.0,11286567651.0,79027040631.5,124209164584.5
우리넷,2024,115440,17450788044.0,130730898809.0,44520159750.5,22128932963.5,93498946125.0,138019105875.5
우리로,2022,046970,-2588583311.5,94146762392.0,21913517569.0,1373548870.5,37724616731.0,59638134300.0
우리로,2023,046970,-4809967344.5,51086451585.5,13572758502.0,-3064801944.5,45226957575.0,58799716077.0
우리로,2024,046970,-5160549433.5,42472449122.5,17499512302.0,-3326727217.5,39964336248.5,57463848550.5
우리바이오,2022,082850,12909860313.5,692978951395.0,176733071602.5,17648601998.5,161009753943.0,337742825545.5
우리바이오,2023,082850,8562180618.5,654096812680.0,176400845016.5,12165727581.5,172572758882.0,348973603898.5
우리바이오,2024,082850,3643274262.5,643581453350.5,177140869265.0,7858903169.0,181204548172.5,358345417437.5
우리벤처파트너스,2023,298870,8117642366.5,32202862862.0,29992531920.0,8358851457.0,299021645842.5,329014177762.5
우리산업,2022,215360,-17635955019.5,358142888960.0,151892258650.0,-24701390121.5,84412670781.0,236304929431.0
우리산업,2023,215360,17669397761.5,455078920901.0,209885117510.0,20261429118.5,99418380172.5,309303497682.5
우리산업,2024,215360,13055929685.5,502175483356.5,211572043543.0,14378155427.5,110229744739.5,321801788282.5
우리산업홀딩스,2022,072470,-8424015185.0,249964064096.0,110832307398.0,-9010061962.0,142475618430.5,253307925828.5
우리산업홀딩스,2023,072470,7935394172.5,575273528400.0,147744405193.5,11285759533.5,147767858095.0,295512263288.5
우리산업홀딩스,2024,072470,1548698665.5,645259102794.0,148227908766.5,8191480573.0,148984731481.0,297212640247.5
우리손에프앤지,2022,073560,19290736139.5,192637599449.5,141654313212.5,17046435415.5,201892526853.0,343546840065.5
우리손에프앤지,2023,073560,5007234458.5,188087591803.0,149667786514.5,4278799100.0,203084706639.0,352752493153.5
우리손에프앤지,2024,073560,14899309409.0,201949495323.5,157917585302.0,19871686720.5,249575430940.5,407493016242.5
우리엔터프라이즈,2022,037400,12091374784.0,703013165366.0,191194918832.5,17586502949.5,218813467278.5,410008386111.0
우리엔터프라이즈,2023,037400,6839164118.0,658146817605.5,194887542145.0,13544257325.0,226595107727.5,421482649872.5
우리엔터프라이즈,2024,037400,2119370249.0,641467822770.0,196206649517.5,8680556259.0,233940031562.5,430146681080.0
우리은행,2023,000030,2396110000000.0,,421452374500000.0,,25900102500000.0,447352477000000.0
우리은행,2024,000030,2920744000000.0,,445720783000000.0,,27836099000000.0,473556882000000.0
우리이앤엘,2022,153490,3688849616.5,136640826909.0,38746678697.0,1667751639.0,78841270095.5,117587948792.5
우리이앤엘,2023,153490,3572879041.5,142932343788.0,46862843406.0,3326488411.0,83282588545.5,130145431951.5
우리이앤엘,2024,153490,8283530575.0,146999776588.5,31739390138.5,6031606874.5,92545073584.5,124284463723.0
우리종합금융,2023,010050,-53196011790.0,433577933361.5,5273761039528.0,,1101904219178.5,6375665258706.5
우림피티에스,2022,101170,5098163655.5,68392122717.0,9038032136.5,5384027303.5,86208012972.0,95246045108.5
우림피티에스,2023,101170,4942021859.0,57344901360.0,16534535897.0,2494967661.5,89475257977.0,106009793874.0
우림피티에스,2024,101170,-7775981817.5,71766793137.0,11948308926.0,-1596376136.0,80367794006.5,92316102932.5
우성,2022,006980,261597973.5,333492245739.5,125436934279.5,-907404052.0,164931038096.0,290367972375.5
우성,2023,006980,5692178485.0,340656491008.0,133291936033.5,2573433375.0,169584232886.5,302876168920.0
우성,2024,006980,12854857039.5,330500162848.5,124199089231.0,4622878439.5,180906514804.0,305105604035.0
우수AMS,2022,066590,-18912289986.5,302757284935.5,168846673478.5,3277178440.5,77126818917.5,245973492396.0
우수AMS,2023,066590,10282581694.5,308223896680.5,150318071652.5,7887726934.5,86789282171.0,237107353823.5
우수AMS,2024,066590,8650755645.0,318926730625.5,175170720267.0,9039439683.5,95482691658.5,270653411925.5
우신시스템,2022,017370,5174309426.5,183584218258.5,129135870654.0,9452384290.0,92920086668.5,222055957322.5
우신시스템,2023,017370,10853090903.0,169019413126.5,217331114081.5,14449387867.0,102184942840.0,319516056921.5
우신시스템,2024,017370,34216856973.5,464533578631.0,229039286334.0,33807228976.0,133788674660.5,362827960994.5
우양,2022,103840,-2998797807.0,163412927036.0,110953726955.0,95871062.0,40068862057.0,151022589012.0
우양,2023,103840,-3919886806.0,191294814010.0,108966405532.0,1300007010.0,41938092246.0,150904497778.0
우양,2024,103840,-1314926581.0,176260400982.0,107860709420.0,453831839.0,44135409233.0,151996118653.0
우양에이치씨,2023,101970,21805463572.0,200055393194.0,109076213383.0,25271416847.0,146034174146.0,255110387529.0
우양에이치씨,2024,101970,27431646592.0,183248928232.0,87765663332.0,31088289307.0,173167279415.0,260932942747.0
우원개발,2022,046940,3332582026.0,193368198872.5,60712493270.5,1546917159.0,101334016180.5,162046509451.0
우원개발,2023,046940,2175237065.0,250249621606.0,79665473743.0,2064657147.0,101706148905.0,181371622648.0
우원개발,2024,046940,3312328529.0,302847876436.0,114420551441.0,5472113520.5,105090614124.0,219511165565.0
우전,2023,052270,-9285051354.5,29873689890.5,35620727158.0,-7198214111.5,36358519116.5,71979246274.5
우전,2024,052270,2715363568.0,54966253307.0,47190219540.0,1466251452.5,39662411980.5,86852631520.5
우정바이오,2022,215380,-1880194422.0,46917852697.0,65275433920.0,-2521314432.0,29718339930.0,94993773850.0
우정바이오,2023,215380,-5053734964.0,38615630587.0,76360531780.0,-4459664719.0,21972072471.0,98332604251.0
우정바이오,2024,215380,225298687.0,43199732726.0,65326105204.0,1784598077.0,29372956885.0,94699062089.0
우주일렉트로,2022,065680,15156195170.5,185748154869.0,65754662152.5,20393933929.5,228955783286.0,294710445438.5
우주일렉트로,2023,065680,4976213476.5,158678188476.5,74624160574.5,9047632798.0,226929929494.0,301554090068.5
우주일렉트로,2024,065680,19575344508.0,174714034967.0,80885545622.5,19418928235.0,247209552580.0,328095098202.5
우진,2022,105840,9320965190.0,90964773343.5,42223221595.5,8459933366.0,157626956468.5,199850178064.0
우진,2023,105840,12227444514.5,96451254240.0,36978342789.0,12789382368.0,172719920614.5,209698263403.5
우진,2024,105840,15664038209.0,106292998394.5,36725824484.0,13524134215.0,199299645467.5,236025469951.5
우진비앤지,2022,018620,318209165.5,35925149758.5,25064836340.5,926139073.0,45964059021.5,71028895362.0
우진비앤지,2023,018620,-1075713171.0,41032663499.5,35315595897.0,9451519.5,49063310751.0,84378906648.0
우진비앤지,2024,018620,-477463863.5,41028857427.5,32623095377.5,683609632.0,48922319142.0,81545414519.5
우진아이엔에스,2022,010400,-3325793342.5,84045560461.0,18021622607.5,-5573666178.0,93608634447.0,111630257054.5
우진아이엔에스,2023,010400,1936083379.0,100168756319.0,17870208456.0,-3285092004.5,95625892822.0,113496101278.0
우진아이엔에스,2024,010400,-22168838641.0,137588161973.0,18831913265.0,-17859093957.0,72883270241.0,91715183506.0
우진엔텍,2023,457550,5266178665.0,40682712915.0,5848450237.0,5893114729.0,33608449202.0,39456899439.0
우진엔텍,2024,457550,5409222285.0,43958552911.0,4325109512.0,5318973279.0,47423610781.0,51748720293.0
우진플라임,2022,049800,21386473213.5,253744121904.5,182875503858.0,22620187628.0,102333376920.5,285208880778.5
우진플라임,2023,049800,6043566324.5,211719850255.5,213064319554.0,9487281088.5,105972697299.0,319037016853.0
우진플라임,2024,049800,1772731685.5,209381194725.5,223717390125.5,1369907183.5,105927142492.0,329644532617.5
웅진,2022,016880,15863047175.0,609743603955.5,510671486229.5,32118115037.0,253323690776.0,763995177005.5
웅진,2023,016880,-5104401040.5,594649741024.0,485295313515.5,21342961541.5,241757563004.5,727052876520.0
웅진,2024,016880,4077023326.5,591477092225.0,452427307370.5,24201542389.0,247350027675.5,699777335046.0
웅진씽크빅,2022,095720,5008594980.5,832217259402.0,351608833689.0,29162542348.0,381463037869.0,733071871558.0
