stock_code,year,year_end_price
97520,2024,19180
373170,2024,6890
179290,2024,8120
484870,2024,42850
9780,2024,5520
123040,2024,2390
432980,2024,5830
323230,2024,161
413390,2024,5940
32790,2024,947
33160,2024,6580
347890,2024,5430
33310,2024,1777
259630,2024,7700
105550,2024,2525
115960,2024,14120
60850,2024,5170
14440,2024,3560
143540,2024,662
111770,2024,42400
9970,2024,83200
3520,2024,1988
670,2024,384500
6740,2024,1160
12280,2024,900
265560,2024,6580
12160,2024,406
36000,2024,1876
250930,2024,456
53280,2024,4585
122640,2024,9820
900300,2024,461
45060,2024,2535
192410,2024,1904
80520,2024,3005
7310,2024,395500
39830,2024,5980
322310,2024,16090
46120,2024,1922
14940,2024,5210
2630,2024,1547
65500,2024,6630
271560,2024,102400
1800,2024,15060
10470,2024,6920
417860,2024,8080
352910,2024,6290
53980,2024,3360
36220,2024,11390
52420,2024,1422
52300,2024,300
39200,2024,24350
226400,2024,6500
31510,2024,1231
368970,2024,2765
138080,2024,10430
80580,2024,4430
67170,2024,3220
353590,2024,4265
173130,2024,8440
440320,2024,5970
49480,2024,2400
394280,2024,13930
309930,2024,2170
476060,2024,16340
382150,2024,6340
5320,2024,425
244460,2024,5190
226950,2024,19260
57540,2024,735
131030,2024,6100
82210,2024,1673
109080,2024,8930
380540,2024,1288
153710,2024,4645
432430,2024,4250
338840,2024,7690
122990,2024,5100
232140,2024,10210
112290,2024,13060
65530,2024,1298
67900,2024,6130
7530,2024,2410
155650,2024,3340
273640,2024,10390
251370,2024,9790
209640,2024,12350
273060,2024,723
122870,2024,45800
19210,2024,5120
11690,2024,2025
79000,2024,5310
403490,2024,1443
316140,2024,15370
32820,2024,1666
41190,2024,6920
115440,2024,8750
46970,2024,1434
82850,2024,2640
215360,2024,9990
72470,2024,2400
73560,2024,1249
37400,2024,1042
153490,2024,711
101170,2024,4760
6980,2024,14850
66590,2024,3020
17370,2024,5700
103840,2024,3230
46940,2024,2435
215380,2024,1700
65680,2024,16900
105840,2024,6370
18620,2024,885
10400,2024,3295
457550,2024,14090
49800,2024,2060
16880,2024,837
95720,2024,1567
396470,2024,7530
5820,2024,12600
307280,2024,1148
32940,2024,3385
240810,2024,22350
74600,2024,17820
104830,2024,17240
14190,2024,1429
217820,2024,2235
30530,2024,2550
12620,2024,7150
382840,2024,9480
336570,2024,4395
376980,2024,5630
8370,2024,3980
8290,2024,453
101160,2024,16940
336060,2024,1230
95270,2024,3825
289930,2024,7060
10600,2024,545
65950,2024,2150
76080,2024,1038
43590,2024,860
196700,2024,1160
69080,2024,13710
53580,2024,9770
71460,2024,613
377460,2024,1691
44340,2024,4630
330350,2024,7040
348350,2024,6910
112040,2024,35150
101730,2024,7610
123420,2024,6910
65370,2024,5590
38620,2024,749
299900,2024,1381
36090,2024,707
459100,2024,9730
136540,2024,12250
97800,2024,616
192390,2024,3750
8600,2024,700
335870,2024,1232
900340,2024,1671
33270,2024,18210
14830,2024,72300
446070,2024,3575
36200,2024,5890
18000,2024,758
910,2024,5030
47400,2024,2170
203450,2024,2710
11330,2024,1486
77500,2024,6650
11320,2024,3430
86390,2024,8790
241690,2024,3025
142210,2024,4855
389680,2024,689
88340,2024,10970
48430,2024,7630
206650,2024,12150
89850,2024,6440
84440,2024,961
32620,2024,3440
264450,2024,8000
78070,2024,10090
2920,2024,1849
24800,2024,1877
700,2024,5330
54930,2024,23400
69330,2024,1279
49520,2024,5140
435380,2024,2075
444920,2024,1993
446150,2024,2025
449020,2024,2005
450940,2024,2035
473050,2024,1945
474490,2024,1945
430700,2024,2080
3470,2024,2630
263770,2024,1942
72130,2024,6040
220,2024,4505
388720,2024,29450
340930,2024,1309
23410,2024,3295
388800,2024,2090
442130,2024,2125
56080,2024,6240
468760,2024,2090
488060,2024,1995
1200,2024,2435
84370,2024,31300
240600,2024,4715
221800,2024,2665
179900,2024,26100
263050,2024,1924
100,2024,119500
3460,2024,2195
191410,2024,1455
372170,2024,35450
146060,2024,1100
8730,2024,20700
72770,2024,1318
8250,2024,5180
39020,2024,4160
25820,2024,3945
67920,2024,5290
44960,2024,4765
303530,2024,7090
296640,2024,6220
302430,2024,7170
214320,2024,19390
462350,2024,17100
274400,2024,4425
73490,2024,20700
215790,2024,470
344860,2024,1481
88390,2024,7790
272290,2024,20100
53350,2024,3250
452400,2024,9300
264850,2024,4460
54210,2024,5100
9730,2024,1100
164060,2024,7090
65440,2024,1416
88260,2024,4105
139480,2024,63400
115610,2024,2630
478110,2024,1994
131400,2024,1813
351330,2024,6720
80010,2024,5130
457190,2024,31450
86890,2024,4450
7660,2024,27350
5950,2024,6100
15020,2024,1899
47560,2024,23150
900110,2024,60
239340,2024,1767
67010,2024,2955
93230,2024,1392
456070,2024,17300
102710,2024,16820
74610,2024,1020
41520,2024,4905
63760,2024,2060
123570,2024,2300
83470,2024,1413
95190,2024,2195
91120,2024,28800
102460,2024,12840
39030,2024,139200
294090,2024,3175
88290,2024,1063
84680,2024,1500
181340,2024,75
353810,2024,4210
350520,2024,3830
334890,2024,4390
99750,2024,17170
377330,2024,4355
35810,2024,2755
160600,2024,3100
92130,2024,12940
96040,2024,271
134060,2024,4010
1840,2024,2900
760,2024,10250
24810,2024,899
14990,2024,915
41830,2024,23200
352940,2024,2020
101140,2024,9340
216400,2024,5410
79950,2024,726
389470,2024,21300
277410,2024,1324
60150,2024,5380
33230,2024,1787
450520,2024,3840
6490,2024,1515
465480,2024,7600
37330,2024,1400
100030,2024,17100
23800,2024,5680
34590,2024,24600
211050,2024,5610
83640,2024,285
64090,2024,2945
216050,2024,7380
49070,2024,16640
311960,2024,3960
119610,2024,24900
17250,2024,1082
129260,2024,2415
51370,2024,9180
64290,2024,10030
189300,2024,37500
150840,2024,5850
48530,2024,5610
23810,2024,5770
115310,2024,20700
39290,2024,8040
71200,2024,4145
101930,2024,30050
249420,2024,11770
230,2024,8140
13360,2024,3660
3120,2024,15500
333430,2024,4280
68330,2024,1035
3200,2024,7580
7110,2024,2160
7570,2024,11410
178780,2024,8650
8500,2024,10860
19540,2024,3600
81000,2024,10890
20760,2024,830
103590,2024,27250
94820,2024,7970
271940,2024,16230
15860,2024,3775
226320,2024,10670
950140,2024,6820
49550,2024,3600
389020,2024,46750
254120,2024,1265
43910,2024,590
234920,2024,4190
289220,2024,5720
317400,2024,3205
33240,2024,11790
174880,2024,2650
49630,2024,664
417840,2024,6790
950,2024,18440
79900,2024,35500
110020,2024,2350
208140,2024,2665
40420,2024,6090
45510,2024,734
217190,2024,6780
95700,2024,5340
72520,2024,389
122310,2024,5500
361390,2024,14550
225220,2024,2225
123330,2024,22950
381620,2024,22850
159580,2024,5430
147830,2024,5500
33100,2024,45950
79370,2024,11880
54950,2024,19060
23440,2024,1693
90470,2024,5140
287410,2024,12900
137950,2024,3870
33320,2024,5240
417500,2024,3105
348950,2024,2755
204270,2024,18870
127120,2024,5680
194370,2024,14150
26040,2024,2290
452160,2024,4780
126880,2024,3595
322510,2024,8150
33050,2024,802
94970,2024,2900
418550,2024,13950
25620,2024,3840
420570,2024,9100
89790,2024,3595
30000,2024,16950
52670,2024,2080
271980,2024,11400
412540,2024,6670
1560,2024,9140
199820,2024,8590
38010,2024,5690
2620,2024,7820
80220,2024,8920
6220,2024,8530
89590,2024,7500
216080,2024,15500
337930,2024,6190
229000,2024,1970
82270,2024,14800
44060,2024,732
4910,2024,5960
4700,2024,54600
1550,2024,10500
462520,2024,15460
120030,2024,95200
34940,2024,979
67000,2024,1512
18470,2024,1395
2600,2024,172900
185750,2024,89000
63160,2024,22000
1630,2024,47700
33340,2024,620
36930,2024,29450
109070,2024,4100
44380,2024,302
72020,2024,9800
440,2024,15960
51980,2024,8390
228760,2024,20450
314130,2024,2750
13890,2024,23600
389030,2024,1375
263860,2024,9330
303030,2024,1125
36180,2024,577
208350,2024,2995
289860,2024,7350
144510,2024,23700
358570,2024,8830
382480,2024,1998
382800,2024,3330
51160,2024,8120
53050,2024,3270
388610,2024,14500
119850,2024,8210
65060,2024,265
204840,2024,977
13870,2024,3670
71320,2024,41400
311320,2024,7230
388050,2024,6320
88790,2024,1651
18120,2024,16900
109820,2024,2720
86060,2024,3290
36890,2024,8770
363250,2024,8440
3780,2024,8650
7370,2024,5820
10640,2024,6640
100250,2024,3080
51630,2024,3225
272450,2024,9620
285800,2024,2065
11000,2024,2115
250030,2024,5700
2780,2024,795
85660,2024,11460
261780,2024,3060
351870,2024,9890
9310,2024,336
94850,2024,5400
4650,2024,8990
278280,2024,36350
650,2024,35950
362320,2024,5350
12600,2024,2490
66360,2024,778
33250,2024,1125
47820,2024,5400
94360,2024,15720
16920,2024,2130
284620,2024,3170
35720,2024,38200
293490,2024,16380
323410,2024,21050
377300,2024,26250
140430,2024,2370
42000,2024,33900
6380,2024,3660
313760,2024,3935
317530,2024,4735
71850,2024,1997
198080,2024,2395
210120,2024,22750
50110,2024,859
452300,2024,2700
119860,2024,18000
451760,2024,9920
900310,2024,556
78340,2024,46500
63080,2024,33750
307930,2024,4850
79190,2024,541
263700,2024,2515
214370,2024,28800
221980,2024,11250
900280,2024,6
38530,2024,220
1620,2024,487
424140,2024,2080
436530,2024,4760
458320,2024,2135
476470,2024,2095
192250,2024,7840
431190,2024,5210
29460,2024,16590
2380,2024,235500
344820,2024,37600
115500,2024,14350
281820,2024,26050
89150,2024,2460
9070,2024,3915
25880,2024,2625
93320,2024,76500
93640,2024,4380
73010,2024,4260
105330,2024,3475
53080,2024,12400
199430,2024,6800
432470,2024,10700
272110,2024,13550
39420,2024,2570
83550,2024,2995
32500,2024,8780
225430,2024,685
102370,2024,3440
68100,2024,3000
106080,2024,2210
381970,2024,12810
145270,2024,953
30200,2024,43850
53210,2024,4725
36030,2024,3520
33780,2024,107100
64820,2024,5740
24880,2024,3910
42040,2024,276
54410,2024,3270
258610,2024,1268
274090,2024,9770
89010,2024,15770
220260,2024,4885
52400,2024,27650
402030,2024,19470
391710,2024,1440
46070,2024,10280
47770,2024,1535
80530,2024,1068
417310,2024,4220
357120,2024,4085
104540,2024,5110
27050,2024,2325
7810,2024,9120
190650,2024,5480
123410,2024,4375
3690,2024,7950
36690,2024,2885
49430,2024,10310
183300,2024,36600
41960,2024,3860
89890,2024,6570
360350,2024,7820
82660,2024,480
192820,2024,149100
44820,2024,8660
222040,2024,3085
241710,2024,55300
5070,2024,51500
5420,2024,15300
355150,2024,5080
71950,2024,9000
166480,2024,3880
45970,2024,3955
196450,2024,726
384470,2024,6040
29960,2024,9000
2020,2024,14030
138490,2024,5270
3070,2024,8810
450140,2024,2350
102940,2024,23000
120110,2024,27150
950160,2024,23250
21240,2024,66900
33290,2024,2100
56360,2024,8020
282880,2024,13070
121850,2024,1448
448710,2024,14810
126730,2024,9910
15710,2024,4475
52330,2024,7850
322780,2024,764
36420,2024,8800
200130,2024,11550
24720,2024,6730
294570,2024,16280
192400,2024,23000
284740,2024,20650
317690,2024,6460
78940,2024,2855
227100,2024,612
432720,2024,9380
365270,2024,6020
348080,2024,593
60280,2024,6460
372320,2024,31050
51780,2024,1068
115180,2024,4315
445680,2024,18560
182360,2024,15500
405100,2024,11700
66310,2024,10370
16600,2024,265
355390,2024,15160
264900,2024,7790
5740,2024,5500
259960,2024,312500
96240,2024,14600
40350,2024,567
114120,2024,250
110790,2024,6020
900250,2024,824
45520,2024,4380
214150,2024,47650
466100,2024,8910
237880,2024,17200
139670,2024,2875
20120,2024,3360
487720,2024,1936
489480,2024,1927
413600,2024,2105
433530,2024,2000
446840,2024,2130
39490,2024,116200
54780,2024,5020
256940,2024,5210
219130,2024,12780
336680,2024,9850
360070,2024,26150
65130,2024,5450
134580,2024,1580
14580,2024,4540
15890,2024,4900
6890,2024,11220
23160,2024,17660
3240,2024,607000
11280,2024,1936
323280,2024,24050
53620,2024,6250
4100,2024,2530
9410,2024,2410
44490,2024,11890
124560,2024,2890
1420,2024,3700
191420,2024,12490
73640,2024,654
66700,2024,3120
95610,2024,15500
55490,2024,12720
64520,2024,1833
89030,2024,38450
54450,2024,12700
78000,2024,9770
200230,2024,5870
214420,2024,6180
393210,2024,4245
475960,2024,15350
215480,2024,2735
51360,2024,19950
45340,2024,9430
108230,2024,4550
79970,2024,980
199800,2024,38250
417790,2024,10000
290090,2024,7000
26150,2024,6320
464280,2024,13240
117730,2024,7530
33830,2024,817
84870,2024,1218
57680,2024,1012
204610,2024,1554
64760,2024,70900
246710,2024,4335
340570,2024,66900
43220,2024,383
277880,2024,5030
131290,2024,41250
19180,2024,3160
425420,2024,16160
131100,2024,1280
356860,2024,13050
62860,2024,2515
363280,2024,2720
321550,2024,4315
91810,2024,2400
4870,2024,676
425040,2024,7830
241790,2024,4630
22220,2024,968
69260,2024,17050
104480,2024,1744
81150,2024,2925
130740,2024,1930
217880,2024,2560
84730,2024,8900
58530,2024,1620
440110,2024,15000
34230,2024,9600
33540,2024,1412
388870,2024,7570
43200,2024,543
214450,2024,262500
217950,2024,29500
208340,2024,2915
5690,2024,8280
177830,2024,3025
37070,2024,4765
150900,2024,4900
37030,2024,2280
47310,2024,6050
368770,2024,4870
170790,2024,8780
49120,2024,1024
38950,2024,3385
387570,2024,14410
441270,2024,5280
106240,2024,1071
131760,2024,1026
65690,2024,997
140860,2024,211500
91700,2024,6930
32800,2024,578
318010,2024,3745
36580,2024,2195
27710,2024,1143
4720,2024,4090
266350,2024,499
225590,2024,954
54300,2024,489
68050,2024,2050
28670,2024,3300
222110,2024,5700
271830,2024,1571
10820,2024,2965
16800,2024,40800
263750,2024,27700
251970,2024,43500
1020,2024,836
168360,2024,5230
87010,2024,101800
90080,2024,890
10770,2024,2525
64800,2024,1318
119500,2024,3000
389140,2024,5030
105760,2024,5910
22100,2024,19080
58430,2024,28900
9520,2024,11950
47050,2024,39650
3670,2024,142100
189690,2024,1994
318020,2024,2890
256630,2024,1150
331380,2024,1945
208710,2024,435
472850,2024,5230
39980,2024,3000
41910,2024,5360
234100,2024,1094
41020,2024,5410
114630,2024,513
290720,2024,2760
5670,2024,5020
94940,2024,6950
57880,2024,8790
7330,2024,8480
17810,2024,10700
93380,2024,2265
23900,2024,9260
103140,2024,49950
5810,2024,25850
371950,2024,8850
370090,2024,26450
445180,2024,5290
151910,2024,640
341170,2024,1268
220100,2024,17310
35200,2024,3410
334970,2024,5090
950210,2024,15110
321260,2024,2060
53610,2024,21850
303360,2024,2740
377220,2024,1850
335810,2024,2825
53160,2024,13610
405000,2024,1324
41590,2024,789
367000,2024,3920
75130,2024,2425
9810,2024,372
237820,2024,5530
23770,2024,3345
19570,2024,268
300080,2024,18050
33790,2024,5080
150440,2024,401
32580,2024,1200
51380,2024,2465
241820,2024,554
237750,2024,4085
460940,2024,10700
319660,2024,16500
31980,2024,38050
2230,2024,3915
43370,2024,10060
239890,2024,7800
347740,2024,2105
137400,2024,37850
257370,2024,3460
147760,2024,2840
128660,2024,3015
6140,2024,4500
376180,2024,2330
304840,2024,3070
87600,2024,6490
291810,2024,1771
378340,2024,13050
161580,2024,18250
347770,2024,1640
163730,2024,8500
417180,2024,2860
446750,2024,2050
448370,2024,2055
454750,2024,1997
454640,2024,2070
469880,2024,1949
469900,2024,1998
475240,2024,2095
475250,2024,2045
484130,2024,2000
406760,2024,1575
418170,2024,1898
427950,2024,5700
430230,2024,1762
435620,2024,10370
86790,2024,56800
299030,2024,17150
67310,2024,9240
372290,2024,4790
166090,2024,22950
293480,2024,10900
39130,2024,54300
136480,2024,2805
3380,2024,5440
450330,2024,7020
101670,2024,1870
365590,2024,650
149980,2024,6300
13030,2024,25150
352820,2024,193400
126700,2024,17410
71090,2024,2735
400840,2024,2110
450050,2024,2035
160190,2024,13400
221840,2024,1493
106190,2024,14000
80,2024,19520
140,2024,9100
65650,2024,1215
66130,2024,5380
4590,2024,3985
36460,2024,34700
39340,2024,6300
5430,2024,56800
71050,2024,71300
34950,2024,87400
10040,2024,2150
25540,2024,66900
222980,2024,3250
10100,2024,3095
256840,2024,4150
219750,2024,967
4090,2024,13230
25550,2024,4010
2200,2024,2775
2960,2024,318500
17890,2024,8310
240,2024,16920
80720,2024,2725
123890,2024,2785
15760,2024,20050
41460,2024,2920
6200,2024,694
101680,2024,2975
39740,2024,2390
53300,2024,4240
25770,2024,7840
436610,2024,3375
458610,2024,2095
464440,2024,2055
477530,2024,1988
479880,2024,1987
27970,2024,838
23350,2024,5850
25890,2024,1879
970,2024,6200
104700,2024,8380
62970,2024,4270
17960,2024,11750
23760,2024,547
54040,2024,4935
161890,2024,55100
21650,2024,2255
161390,2024,38400
53590,2024,4
34830,2024,1000
7280,2024,1685
32300,2024,15310
37230,2024,1679
47810,2024,54900
123690,2024,6210
3350,2024,51700
30520,2024,21150
52600,2024,4475
11500,2024,13380
2390,2024,12050
256150,2024,6090
92460,2024,8150
53690,2024,16630
42700,2024,82500
8930,2024,29450
128940,2024,280500
452190,2024,3110
47080,2024,1245
9240,2024,47550
452280,2024,6180
20000,2024,14710
3680,2024,5040
66980,2024,1686
105630,2024,14170
69640,2024,1182
16450,2024,4230
9180,2024,2080
114810,2024,6410
70590,2024,977
213500,2024,8610
14680,2024,97000
4710,2024,3885
10420,2024,1114
4150,2024,2350
25750,2024,643
226440,2024,1530
42520,2024,8820
4960,2024,6390
11700,2024,2700
430690,2024,3820
78350,2024,8530
45100,2024,16570
1750,2024,11740
18880,2024,4010
9420,2024,38650
320000,2024,2550
214870,2024,6920
91440,2024,6380
276730,2024,2670
14130,2024,3325
24740,2024,1993
5860,2024,3600
300720,2024,14520
2220,2024,1910
6390,2024,13550
3300,2024,14000
7770,2024,11150
51600,2024,44100
52690,2024,53000
130660,2024,9360
198940,2024,756
58450,2024,2040
107640,2024,23650
2320,2024,19010
3480,2024,3680
180640,2024,75400
5110,2024,1254
79170,2024,6710
9460,2024,713
372910,2024,3140
54920,2024,3170
457370,2024,8980
2680,2024,714
880,2024,26900
452260,2024,1094
451800,2024,3480
489790,2024,31600
88350,2024,2460
370,2024,4030
9830,2024,16120
272210,2024,22600
12450,2024,326500
82740,2024,18440
42660,2024,37350
3530,2024,3360
386580,2024,2090
430460,2024,1542
455310,2024,2010
195870,2024,23400
34810,2024,5710
59270,2024,5230
76610,2024,995
101530,2024,6000
220180,2024,2790
143210,2024,1832
900270,2024,277
214180,2024,12340
234340,2024,14680
84990,2024,2700
187660,2024,1677
720,2024,25400
170030,2024,4915
453340,2024,14440
86280,2024,118100
64350,2024,49700
79430,2024,7630
12330,2024,236500
319400,2024,3385
48410,2024,14110
52260,2024,4515
69960,2024,47250
4560,2024,11190
16790,2024,994
4310,2024,3585
41440,2024,8250
39010,2024,6100
17800,2024,52400
307950,2024,126100
11210,2024,37800
90850,2024,5190
5380,2024,212000
4020,2024,21050
5440,2024,4885
1500,2024,7440
11760,2024,19110
227840,2024,10300
126560,2024,3785
1450,2024,24700
57050,2024,45400
460930,2024,13430
92300,2024,2575
138360,2024,628
11080,2024,784
308100,2024,2990
93240,2024,2055
3010,2024,4895
111110,2024,7780
8770,2024,36900
64240,2024,2250
39610,2024,7390
378850,2024,3000
241590,2024,8650
6060,2024,4450
13520,2024,1511
10690,2024,6830
126640,2024,1229
133820,2024,916
127980,2024,5900
61250,2024,1282
10660,2024,2600
850,2024,26450
16580,2024,11810
32560,2024,4845
4800,2024,46900
94280,2024,12210
97870,2024,6920
298040,2024,393000
298020,2024,239000
298000,2024,39600
93370,2024,4975
290270,2024,3240
5870,2024,7710
353190,2024,707
90710,2024,1490
78590,2024,564
205470,2024,1637
115160,2024,1242
28080,2024,2400
175140,2024,4710
200670,2024,42250
79980,2024,2580
65510,2024,8140
5010,2024,3780
263920,2024,963
243070,2024,27400
84110,2024,43250
145020,2024,280500
24060,2024,12490
10240,2024,5320
189980,2024,1620
540,2024,3670
3280,2024,1608
37440,2024,4960
238490,2024,3455
