rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"25,413,347,171",제 1 기,2023.12.31 현재,"24,814,309,278",-,2,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,4,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"25,413,347,171",제 1 기,2023.12.31 현재,"24,814,309,278",-,6,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"12,000,000",제 1 기,2023.12.31 현재,"1,500,000",-,8,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"3,569,435,510",제 1 기,2023.12.31 현재,"3,430,736,053",-,10,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"3,581,435,510",제 1 기,2023.12.31 현재,"3,432,236,053",-,12,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"1,105,000,000",제 1 기,2023.12.31 현재,"1,105,000,000",-,15,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"453,236,775",제 1 기,2023.12.31 현재,"3,398,339",-,19,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"21,831,911,661",제 1 기,2023.12.31 현재,"21,382,073,225",-,22,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,0,제 1 기,2023.09.14 ~ 2023.12.31,0,-,24,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-134,163,123",제 1 기,2023.09.14 ~ 2023.12.31,"-25,188,799",-,26,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"548,081,610",제 1 기,2023.09.14 ~ 2023.12.31,"4,296,257",-,28,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"449,838,436",제 1 기,2023.09.14 ~ 2023.12.31,"3,398,339",-,30,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"449,838,436",제 1 기,2023.09.14 ~ 2023.12.31,"3,398,339",-,62,KRW
20250321000499,11011,2024,01786514,468510,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"449,838,436",제 1 기,2023.09.14 ~ 2023.12.31,"3,398,339",-,64,KRW
