rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"12,053,524,287",제 1 기,2022.12.31 현재,"2,991,408,338",-,2,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,4,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"12,053,524,287",제 1 기,2022.12.31 현재,"2,991,408,338",-,6,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,"3,000,000",제 1 기,2022.12.31 현재,"3,000,000",-,8,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"2,211,864,913",제 1 기,2022.12.31 현재,"2,075,730,587",-,10,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"2,214,864,913",제 1 기,2022.12.31 현재,"2,078,730,587",-,12,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"492,000,000",제 1 기,2022.12.31 현재,"42,000,000",-,15,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"53,831,680",제 1 기,2022.12.31 현재,"-19,579,443",-,19,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"9,838,659,374",제 1 기,2022.12.31 현재,"912,677,751",-,22,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,0,제 1 기,2022.11.02 ~ 2022.12.31,0,-,24,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2023.01.01 ~ 2023.12.31,"-53,859,400",제 1 기,2022.11.02 ~ 2022.12.31,"-8,069,440",-,26,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2023.01.01 ~ 2023.12.31,"92,807,994",제 1 기,2022.11.02 ~ 2022.12.31,"-24,752,773",-,28,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2023.01.01 ~ 2023.12.31,"73,411,123",제 1 기,2022.11.02 ~ 2022.12.31,"-19,579,443",-,30,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,이자수익,제 2 기,2023.01.01 ~ 2023.12.31,"263,404,849",제 1 기,2022.11.02 ~ 2022.12.31,"442,578",-,54,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,이자비용,제 2 기,2023.01.01 ~ 2023.12.31,"116,737,455",제 1 기,2022.11.02 ~ 2022.12.31,"17,125,911",-,56,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2023.01.01 ~ 2023.12.31,"73,411,123",제 1 기,2022.11.02 ~ 2022.12.31,"-19,579,443",-,62,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2023.01.01 ~ 2023.12.31,"73,411,123",제 1 기,2022.11.02 ~ 2022.12.31,"-19,579,443",-,64,KRW
20240314000454,11011,2023,01702424,448830,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2023.01.01 ~ 2023.12.31,"53,859,400",제 1 기,2022.11.02 ~ 2022.12.31,"8,069,440",-,66,KRW
