rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"12,529,392,684",제 1 기,2023.12.31 현재,"2,388,207,638",-,2,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,4,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"12,529,392,684",제 1 기,2023.12.31 현재,"2,388,207,638",-,6,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"17,977,420",제 1 기,2023.12.31 현재,"2,677,420",-,8,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"1,612,140,196",제 1 기,2023.12.31 현재,"1,515,134,440",-,10,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"1,630,117,616",제 1 기,2023.12.31 현재,"1,517,811,860",-,12,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"560,500,000",제 1 기,2023.12.31 현재,"60,500,000",-,15,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"171,230,402",제 1 기,2023.12.31 현재,"-20,232,888",-,19,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"10,899,275,068",제 1 기,2023.12.31 현재,"870,395,778",-,22,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,0,제 1 기,2023.10.11 ~ 2023.12.31,0,-,24,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-45,818,100",제 1 기,2023.10.11 ~ 2023.12.31,"-7,851,320",-,26,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"212,500,877",제 1 기,2023.10.11 ~ 2023.12.31,"-22,456,036",-,28,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"191,463,290",제 1 기,2023.10.11 ~ 2023.12.31,"-20,232,888",-,30,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"191,463,290",제 1 기,2023.10.11 ~ 2023.12.31,"-20,232,888",-,62,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"191,463,290",제 1 기,2023.10.11 ~ 2023.12.31,"-20,232,888",-,64,KRW
20250305000756,11011,2024,01791561,469900,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2024.01.01 ~ 2024.12.31,"45,818,100",제 1 기,2023.10.11 ~ 2023.12.31,"7,851,320",-,66,KRW
