rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"9,854,814,218",-,-,2,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,0,-,-,4,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"9,854,814,218",-,-,6,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"726,320",-,-,8,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"1,527,631,248",-,-,10,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"1,528,357,568",-,-,12,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"435,000,000",-,-,15,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"-16,810,878",-,-,19,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"8,326,456,650",-,-,22,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2024.06.21 ~ 2024.12.31,0,-,-,24,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2024.06.21 ~ 2024.12.31,"-28,299,118",-,-,26,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.06.21 ~ 2024.12.31,"-21,252,690",-,-,28,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2024.06.21 ~ 2024.12.31,"-16,810,878",-,-,30,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.06.21 ~ 2024.12.31,"-16,810,878",-,-,62,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.06.21 ~ 2024.12.31,"-16,810,878",-,-,64,KRW
20250312001092,11011,2024,01854408,487830,OFS,재무제표,IS,손익계산서,영업비용,제 1 기,2024.06.21 ~ 2024.12.31,"28,299,118",-,-,66,KRW
