rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,유동자산,제 1 기,2022.12.31 현재,"105,430,382,014",-,-,1,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,비유동자산,제 1 기,2022.12.31 현재,"167,182,201,608",-,-,3,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,자산총계,제 1 기,2022.12.31 현재,"272,612,583,622",-,-,5,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,유동부채,제 1 기,2022.12.31 현재,"88,469,958,703",-,-,7,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,비유동부채,제 1 기,2022.12.31 현재,"41,578,332,854",-,-,9,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,부채총계,제 1 기,2022.12.31 현재,"130,048,291,557",-,-,11,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,자본금,제 1 기,2022.12.31 현재,"16,265,467,000",-,-,13,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 1 기,2022.12.31 현재,"-7,131,354,445",-,-,17,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,BS,재무상태표,자본총계,제 1 기,2022.12.31 현재,"142,564,292,065",-,-,21,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,IS,손익계산서,매출액,제 1 기,2022.09.01 ~ 2022.12.31,"116,372,755,248",-,-,23,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,IS,손익계산서,영업이익,제 1 기,2022.09.01 ~ 2022.12.31,"5,442,629,061",-,-,25,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2022.09.01 ~ 2022.12.31,"-7,187,834,785",-,-,27,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,IS,손익계산서,당기순이익,제 1 기,2022.09.01 ~ 2022.12.31,"-7,039,642,699",-,-,29,KRW
20230718000214,11011,2022,01686755,441270,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2022.09.01 ~ 2022.12.31,"-7,039,642,699",-,-,61,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2022.12.31 현재,"55,407,004,746",-,-,2,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2022.12.31 현재,"135,217,685,730",-,-,4,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2022.12.31 현재,"190,624,690,476",-,-,6,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2022.12.31 현재,"65,920,965,547",-,-,8,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2022.12.31 현재,"26,614,739,402",-,-,10,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2022.12.31 현재,"92,535,704,949",-,-,12,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2022.12.31 현재,"16,265,467,000",-,-,15,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2022.12.31 현재,"-7,833,827,769",-,-,19,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2022.12.31 현재,"98,088,985,527",-,-,22,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2022.09.01 ~ 2022.12.31,"38,750,913,080",-,-,24,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2022.09.01 ~ 2022.12.31,"5,229,533,306",-,-,26,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2022.09.01 ~ 2022.12.31,"-8,799,434,149",-,-,28,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2022.09.01 ~ 2022.12.31,"-8,160,626,650",-,-,30,KRW
20230718000214,11011,2022,01686755,441270,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2022.09.01 ~ 2022.12.31,"-8,160,626,650",-,-,62,KRW
