rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"12,032,630,182",제 1 기,2022.12.31 현재,"1,985,817,499",-,2,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,4,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"12,032,630,182",제 1 기,2022.12.31 현재,"1,985,817,499",-,6,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,8,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"989,682,324",제 1 기,2022.12.31 현재,"910,501,818",-,10,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"989,682,324",제 1 기,2022.12.31 현재,"910,501,818",-,12,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"588,000,000",제 1 기,2022.12.31 현재,"88,000,000",-,15,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"105,614,830",제 1 기,2022.12.31 현재,"-16,179,063",-,19,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"11,042,947,858",제 1 기,2022.12.31 현재,"1,075,315,681",-,22,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,0,제 1 기,2022.10.07 ~ 2022.12.31,0,-,24,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2023.01.01 ~ 2023.12.31,"-21,291,150",제 1 기,2022.10.07 ~ 2022.12.31,"-10,549,440",-,26,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2023.01.01 ~ 2023.12.31,"154,263,034",제 1 기,2022.10.07 ~ 2022.12.31,"-20,742,389",-,28,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2023.01.01 ~ 2023.12.31,"121,793,893",제 1 기,2022.10.07 ~ 2022.12.31,"-16,179,063",-,30,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2023.01.01 ~ 2023.12.31,"121,793,893",제 1 기,2022.10.07 ~ 2022.12.31,"-16,179,063",-,62,KRW
20240319000822,11011,2023,01693922,446840,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2023.01.01 ~ 2023.12.31,"121,793,893",제 1 기,2022.10.07 ~ 2022.12.31,"-16,179,063",-,64,KRW
