rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"10,076,227,605",제 1 기,2023.12.31 현재,"1,994,409,447",-,2,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,4,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"10,076,227,605",제 1 기,2023.12.31 현재,"1,994,409,447",-,6,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,8,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"1,513,356,723",제 1 기,2023.12.31 현재,"1,392,021,335",-,10,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"1,513,356,723",제 1 기,2023.12.31 현재,"1,392,021,335",-,12,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"424,000,000",제 1 기,2023.12.31 현재,"24,000,000",-,15,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"109,569,037",제 1 기,2023.12.31 현재,"-21,019,233",-,19,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"8,562,870,882",제 1 기,2023.12.31 현재,"602,388,112",-,22,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,0,제 1 기,2023.09.14 ~ 2023.12.31,0,-,24,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-42,893,810",제 1 기,2023.09.14 ~ 2023.12.31,"-19,174,640",-,26,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"165,053,276",제 1 기,2023.09.14 ~ 2023.12.31,"-26,533,634",-,28,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"130,588,270",제 1 기,2023.09.14 ~ 2023.12.31,"-21,019,233",-,30,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"130,588,270",제 1 기,2023.09.14 ~ 2023.12.31,"-21,019,233",-,62,KRW
20250314001595,11011,2024,01787072,468760,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2024.01.01 ~ 2024.12.31,"130,588,270",제 1 기,2023.09.14 ~ 2023.12.31,"-21,019,233",-,64,KRW
