rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"14,251,338,850",제 1 기,2022.12.31 현재,"13,946,098,702",-,2,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,4,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"14,251,338,850",제 1 기,2022.12.31 현재,"13,946,098,702",-,6,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,8,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"2,144,550,954",제 1 기,2022.12.31 현재,"2,070,994,510",-,10,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"2,144,550,954",제 1 기,2022.12.31 현재,"2,070,994,510",-,12,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"598,000,000",제 1 기,2022.12.31 현재,"598,000,000",-,15,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"286,088,436",제 1 기,2022.12.31 현재,"54,404,732",-,19,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"12,106,787,896",제 1 기,2022.12.31 현재,"11,875,104,192",-,22,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,0,제 1 기,2022.01.01 ~ 2022.12.31,0,-,24,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2023.01.01 ~ 2023.12.31,"-38,608,650",제 1 기,2022.01.01 ~ 2022.12.31,"-46,682,750",-,26,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2023.01.01 ~ 2023.12.31,"265,086,835",제 1 기,2022.01.01 ~ 2022.12.31,"64,159,110",-,28,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2023.01.01 ~ 2023.12.31,"231,683,704",제 1 기,2022.01.01 ~ 2022.12.31,"54,404,732",-,30,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2023.01.01 ~ 2023.12.31,"231,683,704",제 1 기,2022.01.01 ~ 2022.12.31,"54,404,732",-,62,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2023.01.01 ~ 2023.12.31,"231,683,704",제 1 기,2022.01.01 ~ 2022.12.31,"54,404,732",-,64,KRW
20240325000103,11011,2023,01620713,421800,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2023.01.01 ~ 2023.12.31,"38,608,650",제 1 기,2022.01.01 ~ 2022.12.31,"46,682,750",-,66,KRW
