rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2022.12.31 현재,"7,792,439,521",제 1 기,2021.12.31 현재,"7,817,842,500",-,2,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2022.12.31 현재,"7,792,439,521",제 1 기,2021.12.31 현재,"7,817,842,500",-,6,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2022.12.31 현재,"5,549,500",제 1 기,2021.12.31 현재,"1,720,000",-,8,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2022.12.31 현재,"1,301,229,086",제 1 기,2021.12.31 현재,"1,278,962,950",-,10,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2022.12.31 현재,"1,306,778,586",제 1 기,2021.12.31 현재,"1,280,682,950",-,12,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2022.12.31 현재,"341,000,000",제 1 기,2021.12.31 현재,"341,000,000",-,15,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2022.12.31 현재,"-83,646,855",제 1 기,2021.12.31 현재,"-32,148,240",-,19,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2022.12.31 현재,"6,485,660,935",제 1 기,2021.12.31 현재,"6,537,159,550",-,22,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2022.01.01 ~ 2022.12.31,0,제 1 기,2021.05.17 ~ 2021.12.31,0,-,24,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2022.01.01 ~ 2022.12.31,"-146,739,210",제 1 기,2021.05.17 ~ 2021.12.31,"-37,911,589",-,26,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2022.01.01 ~ 2022.12.31,"-58,465,305",제 1 기,2021.05.17 ~ 2021.12.31,"-36,121,616",-,28,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2022.01.01 ~ 2022.12.31,"-51,498,615",제 1 기,2021.05.17 ~ 2021.12.31,"-32,148,240",-,30,KRW
20230331001886,11011,2022,01569102,388790,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2022.01.01 ~ 2022.12.31,"-51,498,615",제 1 기,2021.05.17 ~ 2021.12.31,"-32,148,240",-,62,KRW
