rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"683,891,275,777",-,-,1,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"459,601,400,561",-,-,3,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"1,143,492,676,338",-,-,5,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"565,635,836,784",-,-,7,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"24,518,285,852",-,-,9,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"590,154,122,636",-,-,11,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"18,629,635,000",-,-,13,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"17,991,437,419",-,-,17,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"553,338,553,702",-,-,21,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,매출액,제 1 기,2024.07.01 ~ 2024.12.31,"910,389,086,563",-,-,23,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,영업이익,제 1 기,2024.07.01 ~ 2024.12.31,"17,268,538,742",-,-,25,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.07.01 ~ 2024.12.31,"4,698,074,774",-,-,27,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,당기순이익,제 1 기,2024.07.01 ~ 2024.12.31,"2,379,801,952",-,-,29,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.07.01 ~ 2024.12.31,"2,379,801,952",-,-,61,KRW
20250312000990,11011,2024,01854763,487570,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.07.01 ~ 2024.12.31,"45,562,275,182",-,-,63,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"74,376,297,559",-,-,2,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"545,981,718,595",-,-,4,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"620,358,016,154",-,-,6,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"52,838,551,187",-,-,8,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"18,514,607,116",-,-,10,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"71,353,158,303",-,-,12,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"18,629,635,000",-,-,15,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"19,171,613,964",-,-,19,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"549,004,857,851",-,-,22,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2024.07.01 ~ 2024.12.31,"188,391,708,408",-,-,24,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2024.07.01 ~ 2024.12.31,"-313,806,292",-,-,26,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.07.01 ~ 2024.12.31,"502,689,937",-,-,28,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2024.07.01 ~ 2024.12.31,"2,272,670,302",-,-,30,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.07.01 ~ 2024.12.31,"2,272,670,302",-,-,62,KRW
20250312000990,11011,2024,01854763,487570,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.07.01 ~ 2024.12.31,"46,836,242,412",-,-,64,KRW
