rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"996,234,441,988",-,-,1,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"594,911,739,866",-,-,3,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"1,591,146,181,854",-,-,5,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"530,103,580,800",-,-,7,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"236,315,827,317",-,-,9,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"766,419,408,117",-,-,11,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"25,244,195,000",-,-,13,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"12,301,007,783",-,-,17,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"824,726,773,737",-,-,21,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,매출액,제 1 기,2024.09.01 ~ 2024.12.31,"493,322,362,934",-,-,23,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,영업이익,제 1 기,2024.09.01 ~ 2024.12.31,"-120,362,075",-,-,25,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.09.01 ~ 2024.12.31,"19,879,526,722",-,-,27,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,당기순이익,제 1 기,2024.09.01 ~ 2024.12.31,"3,210,792,631",-,-,29,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.09.01 ~ 2024.12.31,"3,210,792,631",-,-,61,KRW
20250317000812,11011,2024,01867758,489790,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.09.01 ~ 2024.12.31,"20,979,671,123",-,-,63,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"15,209,514,328",-,-,2,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"520,488,758,851",-,-,4,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"535,698,273,179",-,-,6,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"1,326,103,550",-,-,8,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"14,973,979,294",-,-,10,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"16,300,082,844",-,-,12,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"25,244,195,000",-,-,15,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"-1,981,018,756",-,-,19,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"519,398,190,335",-,-,22,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2024.09.01 ~ 2024.12.31,0,-,-,24,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2024.09.01 ~ 2024.12.31,"-2,202,929,150",-,-,26,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.09.01 ~ 2024.12.31,"-2,192,668,120",-,-,28,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2024.09.01 ~ 2024.12.31,"-1,981,018,756",-,-,30,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.09.01 ~ 2024.12.31,"-1,981,018,756",-,-,62,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.09.01 ~ 2024.12.31,"-1,981,018,756",-,-,64,KRW
20250317000812,11011,2024,01867758,489790,OFS,재무제표,IS,손익계산서,영업비용,제 1 기,2024.09.01 ~ 2024.12.31,"2,202,929,150",-,-,66,KRW
