rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,유동자산,제 2 기,2022.12.31 현재,"601,204,892,800",제 1 기,2021.12.31 현재,"388,466,888,441",-,1,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,비유동자산,제 2 기,2022.12.31 현재,"968,974,132,600",제 1 기,2021.12.31 현재,"751,863,219,302",-,3,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,자산총계,제 2 기,2022.12.31 현재,"1,570,179,025,400",제 1 기,2021.12.31 현재,"1,140,330,107,743",-,5,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,유동부채,제 2 기,2022.12.31 현재,"575,925,566,738",제 1 기,2021.12.31 현재,"563,664,512,020",-,7,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,비유동부채,제 2 기,2022.12.31 현재,"51,081,169,870",제 1 기,2021.12.31 현재,"35,407,230,806",-,9,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,부채총계,제 2 기,2022.12.31 현재,"627,006,736,608",제 1 기,2021.12.31 현재,"599,071,742,826",-,11,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,자본금,제 2 기,2022.12.31 현재,"3,830,707,500",제 1 기,2021.12.31 현재,"3,830,707,500",-,13,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 2 기,2022.12.31 현재,"625,362,435,158",제 1 기,2021.12.31 현재,"226,013,205,982",-,17,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,BS,재무상태표,자본총계,제 2 기,2022.12.31 현재,"943,172,288,792",제 1 기,2021.12.31 현재,"541,258,364,917",-,21,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,IS,손익계산서,매출액,제 2 기,2022.01.01 ~ 2022.12.31,"1,808,894,546,708",제 1 기,2021.05.01 ~ 2021.12.31,"1,089,172,086,930",-,23,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,IS,손익계산서,영업이익,제 2 기,2022.01.01 ~ 2022.12.31,"524,882,680,312",제 1 기,2021.05.01 ~ 2021.12.31,"322,683,779,494",-,25,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2022.01.01 ~ 2022.12.31,"605,194,501,906",제 1 기,2021.05.01 ~ 2021.12.31,"314,313,612,840",-,27,KRW
20230831001367,11011,2022,01568413,383220,CFS,연결재무제표,IS,손익계산서,당기순이익,제 2 기,2022.01.01 ~ 2022.12.31,"442,664,517,277",제 1 기,2021.05.01 ~ 2021.12.31,"225,761,328,128",-,29,KRW
