rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"1,210,697,237,000",제 1 기,2023.12.31 현재,"1,030,706,896,000",-,1,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,"1,072,348,180,000",제 1 기,2023.12.31 현재,"959,764,297,000",-,3,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"2,283,045,417,000",제 1 기,2023.12.31 현재,"1,990,471,193,000",-,5,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"612,355,011,000",제 1 기,2023.12.31 현재,"861,688,555,000",-,7,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"429,068,344,000",제 1 기,2023.12.31 현재,"145,254,291,000",-,9,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"1,041,423,355,000",제 1 기,2023.12.31 현재,"1,006,942,846,000",-,11,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"44,762,475,000",제 1 기,2023.12.31 현재,"37,183,645,000",-,13,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"118,072,966,000",제 1 기,2023.12.31 현재,"46,672,247,000",-,17,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"1,241,622,062,000",제 1 기,2023.12.31 현재,"983,528,347,000",-,21,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,"2,215,285,616,000",제 1 기,2023.05.01 ~ 2023.12.31,"1,288,825,675,000",-,23,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"110,492,797,000",제 1 기,2023.05.01 ~ 2023.12.31,"57,451,316,000",-,25,KRW
20250314001304,11011,2024,01760738,456040,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"115,460,934,000",제 1 기,2023.05.01 ~ 2023.12.31,"62,908,826,000",-,27,KRW
