rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"33,720,429,238",-,-,1,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"2,235,834,771,227",-,-,3,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"2,269,555,200,465",-,-,5,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"227,197,032,866",-,-,7,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"805,611,756,815",-,-,9,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"1,032,808,789,681",-,-,11,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"19,830,841,000",-,-,13,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"-657,207,591",-,-,17,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"1,236,746,410,784",-,-,21,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,매출액,제 1 기,2024.12.01 ~ 2024.12.31,"38,321,549,330",-,-,23,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,영업이익,제 1 기,2024.12.01 ~ 2024.12.31,"-38,200,717",-,-,25,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.12.01 ~ 2024.12.31,"-1,336,401,867",-,-,27,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,당기순이익,제 1 기,2024.12.01 ~ 2024.12.31,"-1,137,050,920",-,-,29,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.12.01 ~ 2024.12.31,"-1,137,050,920",-,-,61,KRW
20250311001121,11011,2024,01882845,499790,CFS,연결재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.12.01 ~ 2024.12.31,"-465,476,124",-,-,63,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2024.12.31 현재,"4,734,617,002",-,-,2,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2024.12.31 현재,"778,778,870,086",-,-,4,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2024.12.31 현재,"783,513,487,088",-,-,6,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2024.12.31 현재,"1,886,204,777",-,-,8,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2024.12.31 현재,"430,658,297",-,-,10,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2024.12.31 현재,"2,316,863,074",-,-,12,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2024.12.31 현재,"19,830,841,000",-,-,15,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2024.12.31 현재,"-524,145,994",-,-,19,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2024.12.31 현재,"781,196,624,014",-,-,22,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2024.12.01 ~ 2024.12.31,"-537,958,904",-,-,26,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2024.12.01 ~ 2024.12.31,"-515,219,867",-,-,28,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2024.12.01 ~ 2024.12.31,"-524,686,932",-,-,30,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2024.12.01 ~ 2024.12.31,"-524,686,932",-,-,62,KRW
20250311001121,11011,2024,01882845,499790,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2024.12.01 ~ 2024.12.31,"-524,145,994",-,-,64,KRW
