rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2022.12.31 현재,"17,102,465,626",-,-,2,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2022.12.31 현재,-,-,-,4,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2022.12.31 현재,"17,102,465,626",-,-,6,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2022.12.31 현재,"6,847,500",-,-,8,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2022.12.31 현재,"2,013,287,161",-,-,10,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2022.12.31 현재,"2,020,134,661",-,-,12,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2022.12.31 현재,"800,400,000",-,-,15,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2022.12.31 현재,"73,797,694",-,-,19,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2022.12.31 현재,"15,082,330,965",-,-,22,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2022.04.25 ~ 2022.12.31,0,-,-,24,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2022.04.25 ~ 2022.12.31,"-6,837,440",-,-,26,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2022.04.25 ~ 2022.12.31,"93,296,707",-,-,28,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2022.04.25 ~ 2022.12.31,"73,797,694",-,-,30,KRW
20230302000299,11011,2022,01658266,430230,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2022.04.25 ~ 2022.12.31,"73,797,694",-,-,62,KRW
