rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"81,515,904,831",제 1 기,2022.12.31 현재,"105,430,382,014",-,1,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,비유동자산,제 2 기,2023.12.31 현재,"207,980,683,506",제 1 기,2022.12.31 현재,"167,182,201,608",-,3,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"289,496,588,337",제 1 기,2022.12.31 현재,"272,612,583,622",-,5,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,"99,593,017,552",제 1 기,2022.12.31 현재,"88,469,958,703",-,7,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"15,897,878,162",제 1 기,2022.12.31 현재,"41,578,332,854",-,9,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"115,490,895,714",제 1 기,2022.12.31 현재,"130,048,291,557",-,11,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"18,422,018,500",제 1 기,2022.12.31 현재,"16,265,467,000",-,13,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"3,217,533,498",제 1 기,2022.12.31 현재,"-7,131,354,445",-,17,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"174,005,692,623",제 1 기,2022.12.31 현재,"142,564,292,065",-,21,KRW
20240327000653,11011,2023,01686755,441270,CFS,연결재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,"380,029,515,142",제 1 기,2022.09.01 ~ 2022.12.31,"116,372,755,248",-,23,KRW
