rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"9,291,215,078",-,-,6,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"918,547,060",-,-,12,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"434,500,000",-,-,15,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"27,321,430",-,-,19,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"8,372,668,018",-,-,22,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2023.06.08 ~ 2023.12.31,0,-,-,24,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.06.08 ~ 2023.12.31,"34,540,367",-,-,28,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2023.06.08 ~ 2023.12.31,"27,321,430",-,-,30,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,차입부채,제 1 기,2023.12.31 현재,"868,080,270",-,-,34,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,BS,재무상태표,상각후원가측정금융자산,제 1 기,2023.12.31 현재,"8,000,000,000",-,-,40,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,영업이익(손실),제 1 기,2023.06.08 ~ 2023.12.31,"-22,943,000",-,-,60,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.06.08 ~ 2023.12.31,"27,321,430",-,-,62,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.06.08 ~ 2023.12.31,"27,321,430",-,-,64,KRW
20240402002451,11011,2023,01767494,462020,OFS,재무제표,IS,손익계산서,영업비용,제 1 기,2023.06.08 ~ 2023.12.31,"22,943,000",-,-,66,KRW
