rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2024.12.31 현재,"42,964,472,909",제 1 기,2023.12.31 현재,"41,680,670,186",-,2,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2024.12.31 현재,0,제 1 기,2023.12.31 현재,0,-,4,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2024.12.31 현재,"42,964,472,909",제 1 기,2023.12.31 현재,"41,680,670,186",-,6,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2024.12.31 현재,"10,122,033",제 1 기,2023.12.31 현재,"10,216,893",-,8,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2024.12.31 현재,"4,920,037,165",제 1 기,2023.12.31 현재,"4,500,950,847",-,10,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2024.12.31 현재,"4,930,159,198",제 1 기,2023.12.31 현재,"4,511,167,740",-,12,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2024.12.31 현재,"1,890,500,000",제 1 기,2023.12.31 현재,"1,890,500,000",-,15,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2024.12.31 현재,"1,011,894,823",제 1 기,2023.12.31 현재,"147,083,558",-,19,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2024.12.31 현재,"38,034,313,711",제 1 기,2023.12.31 현재,"37,169,502,446",-,22,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2024.01.01 ~ 2024.12.31,0,제 1 기,2023.02.03 ~ 2023.12.31,-,-,24,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2024.01.01 ~ 2024.12.31,"-51,338,365",제 1 기,2023.02.03 ~ 2023.12.31,"-39,891,434",-,26,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2024.01.01 ~ 2024.12.31,"1,093,313,860",제 1 기,2023.02.03 ~ 2023.12.31,"185,946,346",-,28,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2024.01.01 ~ 2024.12.31,"864,811,265",제 1 기,2023.02.03 ~ 2023.12.31,"147,083,558",-,30,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2024.01.01 ~ 2024.12.31,"864,811,265",제 1 기,2023.02.03 ~ 2023.12.31,"147,083,558",-,62,KRW
20250312000981,11011,2024,01719105,452980,OFS,재무제표,IS,손익계산서,영업비용,제 2 기,2024.01.01 ~ 2024.12.31,"51,338,365",제 1 기,2023.02.03 ~ 2023.12.31,"39,891,434",-,66,KRW
