rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2023.12.31 현재,"7,934,768,674",-,-,2,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"7,934,768,674",-,-,6,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2023.12.31 현재,"1,476,999,207",-,-,10,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"1,476,999,207",-,-,12,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"331,000,000",-,-,15,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"-7,471,847",-,-,19,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"6,457,769,467",-,-,22,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2023.04.20 ~ 2023.12.31,"-47,167,725",-,-,26,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.04.20 ~ 2023.12.31,"-9,446,078",-,-,28,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2023.04.20 ~ 2023.12.31,"-7,471,847",-,-,30,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.04.20 ~ 2023.12.31,"-7,471,847",-,-,62,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.04.20 ~ 2023.12.31,"-7,471,847",-,-,64,KRW
20240311000850,11011,2023,01744703,457940,OFS,재무제표,IS,손익계산서,영업비용,제 1 기,2023.04.20 ~ 2023.12.31,"47,167,725",-,-,66,KRW
