rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"10,101,279,062",제 1 기,2022.12.31 현재,"9,864,124,044",-,2,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,비유동자산,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,4,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"10,101,279,062",제 1 기,2022.12.31 현재,"9,864,124,044",-,6,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,0,제 1 기,2022.12.31 현재,0,-,8,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"1,515,451,394",제 1 기,2022.12.31 현재,"1,425,621,632",-,10,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"1,515,451,394",제 1 기,2022.12.31 현재,"1,425,621,632",-,12,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"431,000,000",제 1 기,2022.12.31 현재,"431,000,000",-,15,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"187,389,903",제 1 기,2022.12.31 현재,"4,934,991",-,19,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"8,585,827,668",제 1 기,2022.12.31 현재,"8,438,502,412",-,22,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,0,제 1 기,2022.07.19 ~ 2022.12.31,0,-,24,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2023.01.01 ~ 2023.12.31,"-59,034,450",제 1 기,2022.07.19 ~ 2022.12.31,"-28,753,931",-,26,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2023.01.01 ~ 2023.12.31,"203,612,399",제 1 기,2022.07.19 ~ 2022.12.31,"5,477,237",-,28,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2023.01.01 ~ 2023.12.31,"182,454,912",제 1 기,2022.07.19 ~ 2022.12.31,"4,934,991",-,30,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2023.01.01 ~ 2023.12.31,"182,454,912",제 1 기,2022.07.19 ~ 2022.12.31,"4,934,991",-,62,KRW
20240318000619,11011,2023,01675421,439730,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2023.01.01 ~ 2023.12.31,"182,454,912",제 1 기,2022.07.19 ~ 2022.12.31,"4,934,991",-,64,KRW
