rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,유동자산,제 2 기,2023.12.31 현재,"8,077,153,625",제 1 기,2022.12.31 현재,"7,955,546,561",-,2,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,자산총계,제 2 기,2023.12.31 현재,"8,077,153,625",제 1 기,2022.12.31 현재,"7,955,546,561",-,6,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,유동부채,제 2 기,2023.12.31 현재,"308,000",제 1 기,2022.12.31 현재,"2,100,000",-,8,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,비유동부채,제 2 기,2023.12.31 현재,"700,349,822",제 1 기,2022.12.31 현재,"670,187,378",-,10,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,부채총계,제 2 기,2023.12.31 현재,"700,657,822",제 1 기,2022.12.31 현재,"672,287,378",-,12,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,자본금,제 2 기,2023.12.31 현재,"372,000,000",제 1 기,2022.12.31 현재,"372,000,000",-,15,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,이익잉여금,제 2 기,2023.12.31 현재,"134,612,036",제 1 기,2022.12.31 현재,"41,375,416",-,19,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,BS,재무상태표,자본총계,제 2 기,2023.12.31 현재,"7,376,495,803",제 1 기,2022.12.31 현재,"7,283,259,183",-,22,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,매출액,제 2 기,2023.01.01 ~ 2023.12.31,0,제 1 기,2022.06.10 ~ 2022.12.31,0,-,24,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,영업이익,제 2 기,2023.01.01 ~ 2023.12.31,"-87,690,650",제 1 기,2022.06.10 ~ 2022.12.31,"-38,181,040",-,26,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 2 기,2023.01.01 ~ 2023.12.31,"101,089,232",제 1 기,2022.06.10 ~ 2022.12.31,"46,489,232",-,28,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,당기순이익,제 2 기,2023.01.01 ~ 2023.12.31,"93,236,620",제 1 기,2022.06.10 ~ 2022.12.31,"41,375,416",-,30,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 2 기,2023.01.01 ~ 2023.12.31,"93,236,620",제 1 기,2022.06.10 ~ 2022.12.31,"41,375,416",-,62,KRW
20240311000023,11011,2023,01671197,435870,OFS,재무제표,IS,손익계산서,총포괄손익,제 2 기,2023.01.01 ~ 2023.12.31,"93,236,620",제 1 기,2022.06.10 ~ 2022.12.31,"41,375,416",-,64,KRW
