rcept_no,reprt_code,bsns_year,corp_code,stock_code,fs_div,fs_nm,sj_div,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_amount,bfefrmtrm_amount,ord,currency
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,유동자산,제 1 기,2023.12.31 현재,"1,030,706,896,000",-,-,2,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,비유동자산,제 1 기,2023.12.31 현재,"959,764,297,000",-,-,4,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,자산총계,제 1 기,2023.12.31 현재,"1,990,471,193,000",-,-,6,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,유동부채,제 1 기,2023.12.31 현재,"861,688,555,000",-,-,8,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,비유동부채,제 1 기,2023.12.31 현재,"145,254,291,000",-,-,10,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,부채총계,제 1 기,2023.12.31 현재,"1,006,942,846,000",-,-,12,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,자본금,제 1 기,2023.12.31 현재,"37,183,645,000",-,-,15,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,이익잉여금,제 1 기,2023.12.31 현재,"46,672,247,000",-,-,19,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,BS,재무상태표,자본총계,제 1 기,2023.12.31 현재,"983,528,347,000",-,-,22,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,매출액,제 1 기,2023.05.01 ~ 2023.12.31,"1,288,825,675,000",-,-,24,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,영업이익,제 1 기,2023.05.01 ~ 2023.12.31,"57,451,316,000",-,-,26,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,법인세차감전 순이익,제 1 기,2023.05.01 ~ 2023.12.31,"62,908,826,000",-,-,28,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,당기순이익,제 1 기,2023.05.01 ~ 2023.12.31,"52,204,137,000",-,-,30,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,당기순이익(손실),제 1 기,2023.05.01 ~ 2023.12.31,"52,204,137,000",-,-,62,KRW
20240314000710,11011,2023,01760738,456040,OFS,재무제표,IS,손익계산서,총포괄손익,제 1 기,2023.05.01 ~ 2023.12.31,"46,368,605,000",-,-,64,KRW
